elev,lat,lon,yrst,yrstp,notes
213.4,32.57,-97.3,2006,2019,
208.8,32.97,-97.31,2006,2019,
185.3,32.77,-97.45,1942,2019,
283.5,32.78,-98.06,1948,2019,
196.3,32.97,-96.83,2006,2019,
200.6,32.68,-96.86,2006,2019,
402.6,32.22,-98.17,1984,2019,
304.5,29.38,-100.92,1951,2019,
329.8,29.37,-100.78,1943,2019,
707.8,30.05,-102.21,2006,2019,
917.5,30.91,-102.91,2005,2019,
1663,31.83,-104.8,1977,2019,
584,31.35,-100.49,1948,2019,
730.3,35.9,-100.4,2006,2019,
1478,30.37,-104.01,1936,2019,
914.7,31.92,-102.38,2006,2019,
872.3,31.95,-102.2,1948,2019,
855.6,31.78,-103.2,1946,2019,
545.6,32.41,-99.68,1946,2019,
419.7,31.8,-98.95,2006,2019,
991.8,33.67,-101.82,1945,2019,
1079.3,32.85,-104.46,2006,2019,
2159.8,35,-105.66,2006,2019,
1935.2,36.74,-104.5,1998,2019,
1112.2,33.31,-104.5,1942,2019,
2075.7,33.45,-105.51,2006,2019,
1309.1,34.38,-103.31,1943,2019,
985.1,32.33,-104.25,1942,2019,
1114,32.69,-103.21,1942,2019,
1285,34.43,-103.08,2006,2019,
34.1,32.2,-81.87,2009,2019,
103,38.59,-77.71,2009,2019,
1280.2,32.84,-105.99,2006,2019,
1357.6,32.28,-106.91,2006,2019,
1194.2,31.81,-106.37,1941,2019,
1203.4,31.85,-106.38,2010,2019,
1478.3,33.24,-107.26,1978,2019,
1251.2,31.46,-109.6,2010,2019,
1637.7,32.63,-108.16,2005,2019,
1310.9,32.26,-107.72,2006,2019,
1198.5,31.42,-110.84,2006,2019,
1438.4,31.59,-110.34,1954,2019,
776.9,32.13,-110.95,1973,2019,
824.2,32.17,-110.88,1941,2019,
968,32.86,-109.63,2006,2019,
445.6,32.95,-111.76,2006,2019,
378.9,33.27,-111.81,2006,2019,
2054.1,35.66,-109.06,2006,2019,
337.4,33.43,-112,1973,2019,
176.8,36.34,-88.38,2014,2019,
420.6,33.47,-111.73,2006,2019,
443.5,33.69,-112.08,2006,2019,
330.7,33.55,-112.36,1941,2019,
421.2,33.3,-111.66,1942,2019,
324.9,33.53,-112.29,2006,2019,
295.1,33.42,-112.38,2006,2019,
449,33.62,-111.91,2006,2019,
-12.8,32.82,-115.68,1984,2019,
1453.3,31.61,-110.42,2008,2019,
1837.9,38.77,-104.3,2006,2019,
111.3,31.4,-93.28,2006,2019,
94.5,31.02,-92.91,2006,2019,
561.4,39.65,-77.46,2006,2019,
290.2,48.94,-97.9,2010,2019,
468.2,33.9,-117.25,1933,2019,
353.3,34.1,-117.23,2009,2019,
124.7,33.82,-116.5,2006,2019,
245.2,33.95,-117.43,2006,2019,
54.6,34.02,-118.29,2000,2019,
236.2,34.2,-118.35,1943,2019,
53,34.02,-118.45,2006,2019,
234.7,34.21,-118.48,1942,2019,
308.2,34.1,-117.78,2006,2019,
26.8,34.67,-120.46,2006,2019,
61,35.24,-120.64,2006,2019,
198.1,33.98,-117.63,2006,2019,
4.6,32.73,-117.18,1942,2019,
127.1,32.82,-117.13,2006,2019,
157,32.57,-116.97,2006,2019,
7.9,32.7,-117.2,1945,2019,
118,32.83,-116.97,2006,2019,
7.3,32.57,-117.11,1973,2019,
153,33.24,-119.45,1943,2019,
488.3,33.41,-118.41,1943,2019,
55.5,33.02,-118.58,1943,2019,
22.9,33.3,-117.35,1973,2019,
100,33.13,-117.27,2006,2019,
145.4,32.87,-117.13,2005,2019,
8.5,33.22,-117.34,2006,2019,
29.6,33.94,-118.38,1944,2019,
849.5,35.07,-118.15,2006,2019,
29.6,33.8,-118.34,2006,2019,
19.2,33.92,-118.33,2006,2019,
9.5,33.81,-118.14,1943,2019,
210.3,39.16,-89.67,2006,2019,
10.7,33.79,-118.05,2006,2019,
29.3,33.87,-117.97,2006,2019,
16.5,33.68,-117.86,1940,2019,
358.1,35.74,-81.38,1996,2019,
10.1,34.27,-77.9,1996,2019,
66.5,35.17,-79,1937,2019,
114.6,35.03,-79.5,2006,2019,
56.7,34.99,-78.88,2006,2019,
2.4,34.73,-76.65,2006,2019,
4,35.92,-75.7,2005,2019,
294.1,35.77,-80.95,2006,2019,
126.8,35.89,-78.78,1945,2019,
5.2,35.02,-76.46,2009,2019,
7.6,35.63,-77.38,2005,2019,
33.2,35.34,-77.96,1943,2019,
28.7,35.32,-77.63,1973,2019,
48.8,35.86,-77.89,2006,2019,
29.3,34.83,-77.61,2006,2019,
4,36.26,-76.17,1996,2019,
6.1,36.03,-76.56,2006,2019,
7,36.82,-76.03,1973,2019,
20.7,36.3,-77.17,2006,2019,
9.1,36.9,-76.19,1973,2019,
12.5,36.7,-76.9,1994,2019,
62.5,37.71,-77.43,2005,2019,
5.2,36.94,-76.28,1973,2019,
12.8,37.13,-76.49,2000,2019,
3.7,37.13,-76.6,1960,2019,
8.8,34.9,-76.88,1973,2019,
5.8,35.07,-77.04,1973,2019,
7.9,34.71,-77.44,1973,2019,
6.4,34.68,-77.03,1987,2019,
96.3,38.53,-77.85,2006,2019,
68.6,33.94,-81.11,1942,2019,
64.6,33.97,-80.99,2006,2019,
77.4,33.97,-80.8,2005,2019,
44.5,34.19,-79.73,1973,2019,
31.1,33.59,-80.2,2009,2019,
36.9,34.61,-79.05,1998,2019,
67.1,34.79,-79.36,2006,2019,
239.3,33.95,-83.32,1973,2019,
150.3,38.01,-77.97,2006,2019,
60.1,33.46,-80.85,2006,2019,
58.5,34.47,-79.89,2006,2019,
203.9,34.99,-81.05,2006,2019,
271.6,34.67,-82.88,2006,2019,
319.4,34.85,-82.34,1942,2019,
287.4,34.88,-82.22,1973,2019,
291.1,34.76,-82.37,2006,2019,
519.4,46.15,-89.21,2006,2019,
192.3,34.25,-82.15,2006,2019,
244.1,34.92,-81.95,2009,2019,
3.4,35.23,-75.62,1996,2019,
221.9,35.22,-80.95,1941,2019,
140.5,35.24,-79.39,2006,2019,
328.6,35.43,-81.93,2006,2019,
969.3,36.43,-81.41,2006,2019,
242.9,35.2,-81.15,2006,2019,
387.1,35.82,-81.61,2006,2019,
645.3,35.43,-82.53,1973,2019,
235.6,35.65,-80.52,2005,2019,
58.8,31.54,-82.5,1996,2019,
396.2,36.22,-81.09,2006,2019,
271.3,36.1,-79.94,1945,2019,
695.9,34.99,-117.86,2006,2019,
188.1,36.05,-79.47,2006,2019,
380.1,36.46,-80.55,2006,2019,
231.7,34.5,-82.71,1996,2019,
295.7,36.13,-80.22,1990,2019,
207,35.02,-80.62,2006,2019,
194.8,34.35,-85.16,1978,2019,
190.2,34.64,-86.78,1973,2019,
208.8,34.68,-86.68,2006,2019,
164.6,34.74,-87.6,1973,2019,
204.2,35.03,-85.2,1973,2019,
207.9,35.55,-87.17,2013,2019,
569.1,35.95,-85.08,1996,2019,
293.2,35.82,-83.98,1948,2019,
253.9,35.96,-83.87,1979,2019,
182.9,36.12,-86.68,1951,2019,
150.9,36.18,-86.88,2015,2019,
165.5,36.01,-86.52,2006,2019,
312.1,36.06,-85.53,2012,2019,
170.7,36.62,-87.41,2005,2019,
97.5,35.35,-89.86,2005,2019,
102.4,37.23,-89.57,2010,2019,
99.7,36.77,-90.32,2006,2019,
66.8,33.65,-88.45,1942,2019,
80.5,33.45,-88.58,2006,2019,
110,34.26,-88.77,1991,2019,
77.4,35.06,-89.98,1946,2019,
132,35.59,-88.91,1973,2019,
91.4,36,-89.4,1943,2019,
456.3,36.48,-82.39,1996,2019,
171.6,34.84,-92.26,2006,2019,
78.6,34.73,-92.23,1990,2019,
94.8,34.92,-92.15,1956,2019,
83.2,36.13,-90.92,2005,2019,
79.9,35.83,-90.64,2006,2019,
77.4,35.97,-89.95,1942,2019,
77.7,35.94,-89.83,2006,2019,
163.1,34.29,-93.06,2006,2019,
68.3,34.6,-91.57,2006,2019,
63.1,34.18,-91.93,1973,2019,
110,33.45,-94,1946,2019,
76.8,33.22,-92.81,1973,2019,
40.2,33.62,-92.76,2007,2019,
122.8,35.26,-93.09,2006,2019,
412.4,36.17,-94.11,2006,2019,
214,34.55,-93.57,2005,2019,
392.3,36.28,-94.3,2006,2019,
282.9,36.37,-92.47,2006,2019,
136.9,35.33,-94.36,1947,2019,
548.3,41.73,-98.05,2006,2019,
363.6,36.19,-94.49,2006,2019,
395,36.35,-94.21,2006,2019,
381.3,36.01,-94.16,1973,2019,
219.2,36.29,-92.59,2005,2019,
141.1,35.73,-91.64,2006,2019,
412.4,36.37,-94.1,2006,2019,
418.8,36.27,-93.15,1996,2019,
372.8,36.88,-91.9,2006,2019,
296.3,37.15,-94.49,1973,2019,
310,33.98,-98.49,1942,2019,
421.2,34.65,-99.26,1943,2019,
474.3,34.99,-99.05,1973,2019,
585.8,35.36,-99.2,2006,2019,
382.5,34.34,-98.98,2006,2019,
391.7,35.39,-97.6,1941,2019,
398.1,36.33,-97.91,2006,2019,
355.7,36.38,-97.8,2006,2019,
325.5,35.85,-97.41,2006,2019,
393.5,35.42,-97.38,1942,2019,
395.3,35.53,-97.64,2006,2019,
299.9,36.16,-97.08,2006,2019,
362.4,34.65,-98.4,1939,2019,
221,34.3,-97.01,2006,2019,
185.9,35.66,-95.36,2006,2019,
198.1,36.2,-95.88,1947,2019,
194.5,36.04,-95.98,2006,2019,
217.9,36.77,-96.02,2006,2019,
234.7,34.88,-95.78,1953,2019,
360.3,35.25,-97.46,2006,2019,
325.8,34.56,-98.41,2005,2019,
1511.8,36.45,-103.15,1977,2019,
1485.9,34.07,-106.9,2007,2019,
1987.3,35.17,-107.9,1948,2019,
4.9,36.4,-76.01,2005,2019,
1972.4,35.51,-108.79,1973,2019,
556.9,31.18,-99.32,2006,2019,
4,30.07,-93.8,2006,2019,
1098.5,35.23,-101.7,1943,2019,
930.9,35.7,-101.39,2006,2019,
1253.6,31.88,-106.7,1995,2019,
1779.1,35.15,-106.79,2006,2019,
1618.5,35.04,-106.61,1941,2019,
2185.7,35.88,-106.28,2006,2019,
1933.7,35.62,-106.08,1946,2019,
1674.9,36.74,-108.22,1973,2019,
594.7,34.43,-100.28,1996,2019,
2161.3,36.45,-105.66,2006,2019,
1239,35.18,-103.6,1946,2019,
2095.2,35.65,-105.14,1946,2019,
1042.4,35.26,-113.93,1999,2019,
1313.7,36.93,-111.44,2006,2019,
1536.8,34.65,-112.42,1990,2019,
1489.3,35.03,-110.72,1973,2019,
1572.2,34.26,-111.33,1996,2019,
1954.1,34.26,-110,2006,2019,
2134.5,35.14,-111.66,2005,2019,
1747.4,34.52,-109.37,2006,2019,
1471.3,34.85,-111.78,1996,2019,
377.3,45.5,-91,2009,2019,
143.9,33.91,-94.85,2006,2019,
2181.6,35.22,-111.81,1998,2019,
119.2,30.52,-96.7,2006,2019,
204.5,34.61,-120.07,2006,2019,
2013.5,35.95,-112.15,2006,2019,
211.8,35.16,-114.55,2006,2019,
271.3,34.77,-114.61,1977,2019,
704.4,34.9,-117.86,1941,2019,
584.3,34.85,-116.78,1949,2019,
712.6,34.74,-118.21,1974,2019,
769.2,34.63,-118.08,1973,2019,
879.4,34.58,-117.38,1942,2019,
1374.7,34.74,-118.72,1973,2019,
149.1,35.43,-119.05,1941,2019,
664.5,36.07,-115.16,1973,2019,
984.5,36.62,-116.02,1978,2019,
101.5,36.78,-119.71,1941,2019,
2172.6,37.63,-118.85,2006,2019,
134.7,36.03,-119.06,2006,2019,
89.9,36.32,-119.4,2006,2019,
84.7,36.73,-119.82,2015,2019,
75.9,36.32,-119.62,2006,2019,
4,34.12,-119.11,1973,2019,
2.7,34.43,-119.84,1973,2019,
23.5,34.22,-119.08,2005,2019,
11,34.2,-119.2,1944,2019,
112.5,34.72,-120.56,2006,2019,
73.8,34.9,-120.44,1973,2019,
246.9,35.67,-120.62,1941,2019,
14.3,38.34,-75.51,1996,2019,
95.1,40.2,-76.77,1996,2019,
6.1,36.67,-76.32,2006,2019,
22,36.68,-76.6,2005,2019,
50,37.51,-77.32,1942,2019,
58.8,37.18,-77.5,2006,2019,
133.8,37.07,-77.95,2003,2019,
195.1,38.14,-78.45,1973,2019,
127.1,37.36,-78.43,2006,2019,
33.8,36.98,-77,2006,2019,
14,37.94,-75.46,1973,2019,
14.3,37.65,-75.76,2006,2019,
88.4,38.94,-77.44,1973,2019,
25.9,38.27,-77.44,2006,2019,
3.1,38.5,-77.3,1973,2019,
58.5,38.72,-77.51,2006,2019,
22.3,38.72,-77.18,1957,2019,
11.9,38.3,-76.41,1945,2019,
22,38.8,-76.06,2006,2019,
3.1,38.85,-77.03,1936,2019,
221.6,39.14,-78.14,2006,2019,
118.6,39.08,-77.55,2006,2019,
780,36.9,-81.35,2006,2019,
17.4,39.47,-76.17,2006,2019,
630.9,36.68,-82.03,2006,2019,
47.6,39.17,-76.68,1945,2019,
45.7,39.09,-76.75,2005,2019,
214.9,39.71,-77.73,2006,2019,
6.4,39.33,-76.41,2006,2019,
18.3,39.45,-74.56,1947,2019,
14.9,39.94,-74.84,2006,2019,
18.3,39.37,-75.07,1973,2019,
176.8,41.01,-74.73,2006,2019,
3.1,39.87,-75.22,1973,2019,
48.5,40.18,-74.13,2006,2019,
32,40.08,-75.01,1973,2019,
8.5,39.13,-75.46,1942,2019,
30.8,40.03,-74.35,1973,2019,
14,38.69,-75.36,2006,2019,
52.7,40.88,-74.28,2006,2019,
57.9,40.28,-74.81,1973,2019,
39.9,40.02,-74.6,1942,2019,
57,40.8,-74.41,2006,2019,
286.5,37.32,-79.2,1973,2019,
366.1,38.26,-78.89,2006,2019,
174,36.57,-79.33,1973,2019,
820.8,36.77,-80.82,2006,2019,
358.1,37.32,-79.97,1973,2019,
649.8,37.21,-80.4,2006,2019,
1156.1,37.95,-79.81,2006,2019,
641.6,37.13,-80.68,1994,2019,
818.1,36.99,-82.53,2006,2019,
134.7,36.69,-78.05,2006,2019,
766.3,37.78,-81.12,1973,2019,
870.5,37.3,-81.2,2000,2019,
701.7,37.87,-80.4,2006,2019,
277.4,38.38,-81.59,1973,2019,
603.2,38.89,-79.85,1973,2019,
366.7,39.3,-80.22,2006,2019,
378,39.64,-79.91,1973,2019,
162.8,39.4,-77.94,1973,2019,
24.1,39.67,-75.6,1996,2019,
416.1,37.59,-83.31,1996,2019,
393.2,40.82,-82.51,1996,2019,
269.1,39.04,-84.67,1973,2019,
298.7,38.04,-84.6,1973,2019,
148.7,38.18,-85.73,1973,2019,
245.1,38.19,-84.9,2006,2019,
164.6,38.23,-85.66,1941,2019,
122.8,37.75,-87.16,2006,2019,
118,37.8,-87.68,2006,2019,
230.1,37.9,-85.96,1945,2019,
362.1,37.09,-84.07,1991,2019,
251.2,38.37,-82.55,1973,2019,
274.3,36.02,-84.23,2010,2019,
253.3,39.34,-81.44,1990,2019,
359.4,40.18,-80.64,1973,2019,
293.2,39.59,-84.22,2006,2019,
248.7,39.99,-82.87,1945,2019,
275.8,39.9,-83.13,2006,2019,
226.8,39.82,-82.93,1942,2019,
268.2,39.94,-81.89,1973,2019,
189.6,41.56,-83.47,2006,2019,
275.8,40.08,-83.07,2006,2019,
305.7,39.91,-84.21,1973,2019,
264.9,39.76,-82.65,2006,2019,
320.3,39.84,-83.84,2006,2019,
325.2,39.43,-83.77,1943,2019,
149.4,39.1,-84.41,1973,2019,
297.2,40.71,-84.02,2006,2019,
318.2,41.04,-81.46,1999,2019,
121.9,38.04,-87.52,1973,2019,
173.7,38.65,-88.96,2006,2019,
146.3,38.32,-88.85,2006,2019,
123.8,37.78,-89.25,2006,2019,
139.9,38.55,-89.85,1938,2019,
140.2,37.75,-89,2006,2019,
161.9,38.75,-90.37,1973,2019,
140.8,38.66,-90.65,1973,2019,
132.9,38.93,-90.42,2006,2019,
125.9,37.06,-88.77,1989,2019,
282.6,37.05,-84.61,2006,2019,
245.1,39.58,-85.8,2006,2019,
200,39.27,-85.9,1990,2019,
161.2,38.25,-86.95,2006,2019,
175.3,39.45,-87.3,2005,2019,
257.3,39.13,-86.61,2006,2019,
241.1,39.73,-86.28,1942,2019,
250.9,39.83,-86.29,2006,2019,
274.3,40.12,-85.61,2006,2019,
182.6,40.41,-86.93,1973,2019,
253,40.53,-86.05,2006,2019,
253,41.53,-85.78,1996,2019,
181.1,39.85,-89.68,1973,2019,
165.5,38.88,-90.05,2006,2019,
263.7,40.48,-88.95,2006,2019,
384.7,37.24,-93.39,1973,2019,
338.3,38.13,-91.76,1996,2019,
234.4,39.94,-91.19,1996,2019,
272.2,38.82,-92.21,1973,2019,
274.3,38.7,-93.18,2006,2019,
288.7,37.76,-90.42,1995,2019,
294.4,40.1,-92.54,1973,2019,
353.3,37.75,-92.15,1963,2019,
174.7,38.59,-92.15,2006,2019,
264.9,38.1,-92.55,2006,2019,
306.3,39.3,-94.73,1973,2019,
106.1,31.31,-95.4,2005,2019,
226.2,39.12,-94.59,1990,2019,
234.4,39.82,-93.57,2006,2019,
265.2,38.72,-93.55,1942,2019,
326.1,38.85,-94.73,2006,2019,
331.3,38.83,-94.89,1978,2019,
249.3,39.77,-94.92,1944,2019,
402.6,37.65,-97.43,1973,2019,
350.5,37.17,-97.03,2006,2019,
433.1,37.75,-97.22,2006,2019,
417.9,37.62,-97.26,1953,2019,
470.3,38.07,-97.86,1945,2019,
300.2,37.67,-95.48,1973,2019,
253.6,39.01,-95.21,2006,2019,
467,38.07,-97.27,2006,2019,
787,37.77,-99.96,1943,2019,
878.4,37.93,-100.72,1943,2019,
875.7,37.05,-100.96,2006,2019,
573,38.35,-98.86,2006,2019,
609,38.85,-99.26,2006,2019,
229.2,37.09,-95.56,2006,2019,
467.9,37.28,-98.55,1978,2019,
304.8,36.74,-97.1,1996,2019,
324.6,39.05,-96.76,1938,2019,
321.9,39.14,-96.67,2006,2019,
364.5,38.33,-96.19,1973,2019,
267,39.07,-95.62,1973,2019,
325.2,38.95,-95.66,1942,2019,
447.8,39.55,-97.65,1973,2019,
568.2,38.88,-98.8,1943,2019,
386.8,38.8,-97.65,1973,2019,
1104,37,-101.88,2006,2019,
2296.1,37.44,-105.86,1973,2019,
2033,37.14,-107.76,2006,2019,
2770.9,37.95,-107.9,2006,2019,
1278.3,38.05,-103.51,1942,2019,
1129,38.07,-102.68,2006,2019,
1438.7,38.29,-104.49,1942,2019,
1749.9,37.26,-104.33,1973,2019,
1335.9,37.28,-102.61,2006,2019,
1114.4,39.37,-101.69,1973,2019,
666.9,39.38,-99.83,1973,2019,
1884,38.81,-104.68,1942,2019,
1638,39.28,-103.66,1973,2019,
1793.1,39.57,-104.84,2006,2019,
3027.3,39.23,-106.31,2006,2019,
1940.4,40.04,-107.88,2006,2019,
1980.3,39.65,-106.91,1973,2019,
2353.1,39.23,-106.87,2006,2019,
2336.6,38.53,-106.93,1996,2019,
2096.7,40.52,-106.86,2011,2019,
1779.4,38.68,-104.75,1966,2019,
1277.7,39.25,-102.28,2006,2019,
1680.4,39.78,-104.53,2005,2019,
1726.1,39.72,-104.75,1944,2019,
1421.3,40.17,-103.21,1973,2019,
1705.4,39.9,-105.11,2006,2019,
1804.7,39.61,-110.75,2006,2019,
1840,37.62,-109.46,1973,2019,
1355.1,38.42,-110.7,2014,2019,
15.2,28.82,-82.31,2009,2019,
1536.2,38.42,-113.01,2005,2019,
894.9,37.1,-113.6,2006,2019,
1702.6,37.71,-113.09,1973,2019,
2312.2,37.71,-112.14,1973,2019,
1480.7,39.13,-108.54,1973,2019,
1743.5,38.51,-107.89,2006,2019,
1801.4,37.31,-108.62,2006,2019,
1431.7,40.44,-104.63,2006,2019,
1528.6,40.45,-105.01,2006,2019,
1809.3,39.6,-116,2010,2019,
1389.9,38.75,-109.76,2006,2019,
1357.6,41.79,-111.85,1999,2019,
1534.1,38.42,-113.01,1997,2019,
1250.3,37.37,-118.35,1943,2019,
58.2,37.38,-120.56,1942,2019,
46.3,37.29,-120.51,2006,2019,
33.2,38.38,-121.95,2006,2019,
4.6,38.51,-121.49,1973,2019,
30.2,38.57,-121.3,2002,2019,
23.5,38.67,-121.4,1939,2019,
34.4,39.13,-121.43,1959,2019,
18.9,39.1,-121.56,2006,2019,
7,38.7,-121.59,1973,2019,
671.5,36.21,-115.19,2006,2019,
1644.4,38.05,-117.09,1942,2019,
1284.7,38.54,-118.63,1983,2019,
1908.7,39.3,-114.84,1973,2019,
1344.2,39.48,-119.77,1943,2019,
1199.1,39.42,-118.71,1973,2019,
50.3,36.59,-121.84,2006,2019,
7.9,37.89,-121.22,1941,2019,
22.3,37.62,-120.95,1973,2019,
119.8,37.69,-121.81,2000,2019,
1.8,37.72,-122.22,1943,2019,
2.1,37.47,-122.11,2006,2019,
1.5,37.52,-122.25,2006,2019,
2.4,37.62,-122.36,1973,2019,
15.5,37.36,-121.92,1973,2019,
40.5,37.33,-121.81,2006,2019,
5.5,37.99,-122.05,2010,2019,
4.3,38.21,-122.28,2000,2019,
34.8,38.5,-122.81,2000,2019,
82.9,39.8,-121.85,2006,2019,
97.8,37.06,-89.21,2006,2019,
208.8,42.57,-77.71,2001,2019,
2.1,41.07,-71.92,2006,2019,
111.3,41.51,-74.26,2006,2019,
25,40.82,-72.86,2006,2019,
2.1,40.68,-74.16,1973,2019,
42.7,33.86,-90.75,2013,2019,
2.7,40.85,-74.06,1973,2019,
31.4,41.51,-72.82,2006,2019,
221.3,41.48,-73.13,2006,2019,
3.4,40.78,-73.88,1973,2019,
50.6,41.63,-73.88,1973,2019,
115.5,41.07,-73.7,1973,2019,
149.7,41.5,-74.1,1942,2019,
1.5,41.16,-73.12,1942,2019,
0.9,41.26,-72.88,1973,2019,
3.1,41.33,-72.04,1943,2019,
25.6,40.79,-73.1,1996,2019,
42.7,40.78,-73.96,2005,2019,
134.4,41.92,-71.49,2006,2019,
32,41.17,-71.57,1990,2019,
40.5,42.47,-71.28,2006,2019,
14.6,41.25,-70.06,2012,2019,
39.6,41.65,-70.51,2010,2019,
45.4,41.91,-70.72,2006,2019,
24.4,41.68,-70.95,2006,2019,
20.7,41.39,-70.61,2006,2019,
16.8,41.67,-70.28,2006,2019,
13.1,41.88,-71.02,2006,2019,
20.7,41.69,-69.99,2006,2019,
16.8,41.72,-71.43,1942,2019,
2.4,42.07,-70.22,2006,2019,
5.8,41.6,-71.41,2006,2019,
195.1,42.7,-73.17,2006,2019,
52.4,41.53,-71.28,2006,2019,
53.3,41.94,-72.68,1941,2019,
75.3,41.74,-72.18,2006,2019,
169.2,42.57,-72.29,1996,2019,
139.3,41.37,-73.48,2006,2019,
5.8,41.74,-72.65,1974,2019,
32.9,42.58,-70.91,2006,2019,
3.7,42.36,-71.01,1943,2019,
15.2,42.19,-71.17,2006,2019,
304.8,42.27,-71.87,1996,2019,
104.9,40.37,-75.95,1990,2019,
426.7,41.63,-80.21,2006,2019,
135.3,40.82,-76.86,1997,2019,
106.1,42.55,-71.75,1997,2019,
87.8,40.24,-75.55,2006,2019,
120.1,40.33,-75.12,2006,2019,
148.1,39.92,-76.87,2006,2019,
122.8,40.12,-76.29,2006,2019,
361.2,40.13,-80.28,2006,2019,
103.6,40.22,-76.85,1990,2019,
462.1,41.05,-78.41,2006,2019,
380.1,40.78,-79.95,2006,2019,
550.2,41.18,-78.89,1973,2019,
451.1,40.3,-78.32,1973,2019,
696.2,40.32,-78.83,1973,2019,
377.7,40.85,-77.85,2005,2019,
283.5,41.33,-75.72,1973,2019,
158.5,41.24,-76.92,1973,2019,
148.7,40.43,-76.56,2006,2019,
427.6,41.7,-74.79,2006,2019,
144.8,43.35,-76.38,2006,2019,
486.2,42.21,-75.98,1973,2019,
335,42.48,-76.46,2006,2019,
291.1,42.16,-76.89,1973,2019,
647.4,42.11,-77.99,2006,2019,
239,43.53,-72.95,2006,2019,
118.9,40.65,-75.44,1973,2019,
4.9,36.7,-76.13,2007,2019,
428.2,40.63,-79.1,2006,2019,
85.3,42.75,-73.79,1946,2019,
90.5,44.68,-75.46,1977,2019,
125.9,43.11,-76.1,1942,2019,
275.2,42.64,-77.05,2006,2019,
158.2,43.23,-75.41,2007,2019,
366.7,40.49,-80.21,1945,2019,
249.6,40.68,-77.62,2018,2019,
381.6,40.77,-80.4,2006,2019,
380.4,40.36,-79.92,1973,2019,
365.5,40.28,-79.4,2006,2019,
303,40.62,-83.06,2006,2019,
369.7,40.92,-81.44,1973,2019,
242,41.35,-82.17,2006,2019,
346.6,40.87,-81.88,2006,2019,
193.2,39.36,-84.52,2006,2019,
97.8,43.34,-73.61,1996,2019,
272.8,40.47,-81.42,2006,2019,
269.4,40.02,-82.46,2006,2019,
525.2,42.15,-79.25,2006,2019,
238.1,41.41,-81.85,1973,2019,
190.8,41.68,-81.39,1983,2019,
178,41.52,-81.68,2006,2019,
267.9,41.57,-81.48,2006,2019,
355.7,41.26,-80.67,1948,2019,
365.2,41.22,-81.25,1996,2019,
215.5,41.34,-84.42,2006,2019,
281.6,41.78,-80.69,2006,2019,
303.3,34.59,-83.29,2012,2019,
222.2,42.08,-80.18,1973,2019,
652.9,41.8,-78.63,1973,2019,
469.4,41.38,-79.86,1973,2019,
218.2,42.94,-78.73,1942,2019,
651.1,42.24,-78.37,1996,2019,
178.3,43.11,-78.93,1951,2019,
164.3,43.12,-77.67,1973,2019,
307.2,41.72,-92.7,2006,2019,
91.1,35.02,-80.08,2007,2019,
201.8,42,-87.93,1946,2019,
229.8,41.91,-88.24,2006,2019,
125.9,38.57,-90.15,2006,2019,
229.8,40.04,-88.27,2006,2019,
205.7,39.83,-88.86,2006,2019,
219.8,39.48,-88.28,2006,2019,
198.1,40.67,-89.68,1973,2019,
197.2,41.74,-89.67,2006,2019,
234.7,41.45,-87,2006,2019,
241.1,40.97,-85.2,1941,2019,
247.5,40.65,-86.15,2006,2019,
285.6,40.23,-85.39,2006,2019,
180.1,41.62,-87.41,2006,2019,
186.5,41.79,-87.75,1973,2019,
130.8,38.76,-87.6,2006,2019,
177.4,41.5,-88.16,2002,2019,
221.6,42.42,-87.86,2006,2019,
201.2,41.6,-88.08,2006,2019,
235.6,41.71,-86.31,1973,2019,
237.1,41.72,-85.98,2006,2019,
205.4,41.59,-83.8,1973,2019,
243.8,41.01,-83.66,1973,2019,
192.3,42.23,-83.33,1942,2019,
178.9,42.1,-83.16,2006,2019,
255.7,42.22,-83.74,2006,2019,
190.8,42.41,-83.01,1973,2019,
236.8,42.23,-83.53,1973,2019,
176.8,42.61,-82.81,1937,2019,
287.7,42.63,-83.98,2006,2019,
281.9,41.82,-85.43,2006,2019,
195.1,42.91,-82.52,2006,2019,
179.8,44.02,-82.79,2006,2019,
190.8,47.47,-87.88,2006,2019,
261.8,42.78,-84.6,1973,2019,
210,42.75,-86.09,2006,2019,
304.2,42.27,-84.46,1973,2019,
282.9,42.31,-85.25,1942,2019,
242.6,41.87,-84.07,2006,2019,
227.7,43.32,-84.68,2006,2019,
233.5,43.78,-82.98,2006,2019,
406.9,45.01,-84.7,2006,2019,
209.1,45.98,-86.18,2006,2019,
360.3,41.92,-84.58,2006,2019,
292.3,41.93,-85.05,2006,2019,
286.8,42.25,-84.95,2006,2019,
282.9,43.72,-85.5,2006,2019,
281,42.57,-84.43,2006,2019,
186.5,41.94,-83.43,2006,2019,
210.9,40.78,-91.12,1996,2019,
230.1,43.62,-84.73,2006,2019,
222.5,42.19,-89.09,1973,2019,
584,41.14,-75.37,2006,2019,
180.4,41.47,-90.52,1973,2019,
264.6,41.88,-91.71,1973,2019,
360.3,41.41,-95.04,2006,2019,
229.8,41.28,-91.67,2006,2019,
204.5,40.46,-91.42,2006,2019,
371.6,43.08,-94.27,2006,2019,
354.2,42.74,-93.75,2006,2019,
291.7,41.53,-93.65,1973,2019,
296.9,42.11,-92.91,2006,2019,
198.1,41.63,-91.54,1997,2019,
342.9,43.07,-92.61,2006,2019,
