,elev,lat,lon,yrst,yrstp
13825,235.5,-6.836,-38.31,2016.0,2019.0
13826,114.5,-4.25,-49.93,2016.0,2019.0
13827,222.5,-4.783,-48.06,2016.0,2019.0
13828,154.5,-5.5,-45.23,2016.0,2019.0
13829,288.5,-5.917,-42.71,2016.0,2019.0
13830,287.5,-5.35,-41.51,2016.0,2019.0
13831,45.1,-5.133,-38.35,2013.0,2019.0
13832,271.5,-8.45,-43.86,2016.0,2019.0
13833,309.5,-8.117,-42.98,2016.0,2019.0
13834,236.5,-8.365,-42.25,2011.0,2019.0
13835,720.5,-6.083,-50.15,2016.0,2019.0
13836,302.5,-6.4,-41.73,2016.0,2019.0
13837,238.5,-6.233,-36.03,2016.0,2019.0
13838,573.5,-7.083,-40.36,2014.0,2019.0
13839,462.5,-7.95,-38.3,2016.0,2019.0
13840,549.5,-7.233,-35.9,2016.0,2019.0
13841,45.5,-7.15,-34.85,2016.0,2019.0
13842,205.5,-8.267,-72.75,2016.0,2019.0
13843,231.5,-8.95,-72.78,2016.0,2019.0
13844,112.5,-8.777,-67.33,2016.0,2019.0
13845,99.5,-8.8,-63.85,2016.0,2019.0
13846,181.5,-8.283,-49.26,2016.0,2019.0
13847,190.5,-8.967,-48.18,2016.0,2019.0
13848,682.0,-8.433,-37.08,2016.0,2019.0
13849,207.5,-9.367,-69.93,2016.0,2019.0
13850,221.5,-9.95,-68.16,2016.0,2019.0
13851,295.5,-10.067,-56.75,2016.0,2019.0
13852,321.5,-9.95,-54.88,2016.0,2019.0
13853,169.5,-9.333,-50.35,2016.0,2019.0
13854,282.5,-9.1,-45.93,2016.0,2019.0
13855,298.5,-9.083,-44.33,2016.0,2019.0
13856,403.5,-9.033,-42.7,2016.0,2019.0
13857,254.2,-9.367,-38.21,2016.0,2018.0
13858,20.5,-9.767,-37.45,2016.0,2019.0
13859,276.5,-9.417,-36.61,2016.0,2019.0
13860,20.5,-9.283,-35.56,2016.0,2019.0
13861,19.2,3.855,-51.79,1938.0,2019.0
13862,84.1,2.846,-60.69,1973.0,2019.0
13863,90.0,2.817,-60.65,1974.0,2007.0
13864,10.0,2.067,-50.85,1943.0,2012.0
13865,646.8,-22.197,-49.92,2007.0,2019.0
13866,321.9,-28.282,-54.16,2007.0,2019.0
13867,105.2,0.608,-69.18,1973.0,2015.0
13868,206.3,-0.89,-52.6,2006.0,2019.0
13869,4.0,0.767,-50.1,1980.0,1996.0
13870,17.1,0.051,-51.07,1973.0,2019.0
13871,90.0,-0.133,-67.08,1973.0,2008.0
13872,79.0,-0.117,-66.96,1996.0,2019.0
13873,6.1,-15.355,-38.99,1973.0,2019.0
13874,80.5,-3.039,-60.05,1977.0,2019.0
13875,34.1,-0.981,-62.92,1973.0,2019.0
13876,36.0,-1.083,-46.93,1990.0,2019.0
13877,146.0,-2.0,-54.08,1989.0,2019.0
13878,16.0,-1.733,-52.23,1973.0,2019.0
13879,16.5,-1.379,-48.47,1942.0,2019.0
13880,56.0,-2.533,-66.16,1974.0,2019.0
13881,60.4,-2.422,-54.79,1973.0,2019.0
13882,8.0,-2.267,-43.61,1980.0,2004.0
13883,51.0,-2.533,-44.3,1931.0,2007.0
13884,54.3,-2.585,-44.23,1943.0,2019.0
13885,4.9,-2.894,-41.73,1943.0,2019.0
13886,94.0,-3.467,-68.95,2001.0,2001.0
13887,56.1,-3.383,-64.72,1973.0,2019.0
13888,81.4,-3.146,-59.98,1973.0,2019.0
13889,43.3,-3.127,-58.48,1973.0,2019.0
13890,206.0,-0.883,-52.6,2008.0,2008.0
13891,235.9,-10.292,-48.35,2005.0,2019.0
13892,112.2,-3.254,-52.25,1973.0,2019.0
13893,253.0,-3.767,-49.71,1993.0,2013.0
13894,253.0,-3.786,-49.72,1986.0,2019.0
13895,46.0,-3.717,-45.53,1990.0,2007.0
13896,25.0,-3.776,-38.53,1936.0,2019.0
13897,58.8,-3.855,-32.42,1931.0,2019.0
13898,65.0,-4.383,-70.03,1973.0,2019.0
13899,85.0,-4.256,-69.93,1979.0,2019.0
13900,66.0,-4.95,-66.9,1973.0,2005.0
13901,33.5,-4.242,-56.0,1992.0,2019.0
13902,53.0,-5.811,-61.27,1974.0,2019.0
13903,108.8,-5.369,-49.13,1973.0,2019.0
13904,131.4,-5.531,-47.46,1977.0,2019.0
13905,621.2,-6.118,-50.0,2005.0,2019.0
13906,153.0,-5.5,-45.26,1931.0,2019.0
13907,66.8,-5.06,-42.82,1931.0,2019.0
13908,44.0,-5.083,-38.38,1990.0,1990.0
13909,23.5,-5.202,-37.36,1973.0,2019.0
13910,51.5,-5.911,-35.24,1943.0,2019.0
13911,5.5,-26.88,-48.65,2005.0,2019.0
13912,98.8,-6.233,-57.77,1973.0,2019.0
13913,150.0,-6.633,-51.98,1974.0,1997.0
13914,618.0,-6.117,-50.0,1987.0,1989.0
13915,233.0,-6.75,-38.21,1989.0,2007.0
13916,170.0,-6.467,-37.08,1938.0,1944.0
13917,194.2,-7.6,-72.76,1974.0,2019.0
13918,140.0,-7.35,-57.51,1973.0,1977.0
13919,172.2,-7.32,-47.45,1938.0,2019.0
13920,283.0,-7.517,-46.05,2001.0,2007.0
13921,583.0,-7.0,-40.38,1989.0,2007.0
13922,501.7,-7.27,-35.89,1931.0,2019.0
13923,7.0,-7.1,-34.86,1931.0,2019.0
13924,4.6,-26.224,-48.79,2006.0,2019.0
13925,196.9,-8.155,-70.78,1996.0,2018.0
13926,119.0,-8.75,-67.4,1973.0,1985.0
13927,89.6,-8.709,-63.9,1982.0,2019.0
13928,95.0,-8.767,-63.91,1973.0,2007.0
13929,199.0,-8.348,-49.3,1973.0,2019.0
13930,187.0,-8.967,-48.18,1989.0,2019.0
13931,235.0,-8.35,-42.25,1995.0,2019.0
13932,705.0,-8.4,-36.76,1931.0,1940.0
13933,9.0,-8.116,-34.91,1943.0,1946.0
13934,10.1,-8.126,-34.92,1931.0,2019.0
13935,160.0,-9.967,-67.8,1938.0,2007.0
13936,193.2,-9.869,-67.89,1983.0,2019.0
13937,537.1,-9.334,-54.96,1961.0,2019.0
13938,288.6,-9.866,-56.1,1988.0,2019.0
13939,331.0,-9.067,-44.36,1974.0,2007.0
13940,385.0,-9.362,-40.56,1943.0,2019.0
13941,269.1,-9.401,-38.25,1973.0,2019.0
13942,608.0,-9.283,-37.9,1936.0,2007.0
13943,20.0,-9.75,-37.43,1931.0,2007.0
13944,131.0,-9.583,-35.9,1938.0,1944.0
13945,275.0,-9.45,-36.7,1994.0,2007.0
13946,118.0,-9.511,-35.79,1973.0,2019.0
13947,51.0,-9.183,-35.43,2013.0,2013.0
13948,5.0,-23.8,-45.4,1938.0,1990.0
13949,265.2,-10.719,-48.4,1973.0,2015.0
13950,239.0,-10.717,-48.58,1938.0,2019.0
13951,236.0,-10.283,-48.35,2005.0,2015.0
13952,5.0,-23.8,-45.41,1979.0,1990.0
13953,749.5,-23.432,-46.47,1996.0,2019.0
13954,558.0,-10.467,-40.18,1989.0,2010.0
13955,464.0,-10.433,-39.3,1997.0,2010.0
13956,11.0,-10.65,-36.16,1938.0,1941.0
13957,7.0,-10.984,-37.07,1983.0,2019.0
13958,305.0,-11.417,-61.58,1983.0,1984.0
13959,75.0,-23.067,-43.15,1996.0,2019.0
13960,197.0,-11.567,-50.66,1973.0,1990.0
13961,1005.0,-11.217,-41.21,1989.0,2012.0
13962,464.0,-11.083,-38.51,1989.0,2019.0
13963,180.0,-12.417,-64.38,1983.0,1986.0
13964,615.1,-12.694,-60.09,1973.0,2019.0
13965,300.0,-12.0,-53.4,1973.0,1982.0
13966,231.0,-12.183,-38.96,1994.0,2010.0
13967,227.0,-12.667,-39.08,2002.0,2007.0
13968,510.8,-12.482,-41.27,2010.0,2019.0
13969,19.5,-12.911,-38.33,1943.0,2019.0
13970,415.0,-12.2,-56.5,1974.0,2016.0
13971,443.2,-13.262,-43.4,1973.0,2019.0
13972,441.0,-13.267,-43.41,1943.0,2007.0
13973,756.0,-13.367,-39.95,1990.0,2010.0
13974,315.0,-14.7,-52.35,1973.0,2019.0
13975,913.8,-14.863,-40.86,1974.0,2019.0
13976,4.6,-14.816,-39.03,1983.0,2019.0
13977,450.0,-15.833,-54.38,1979.0,2019.0
13978,349.6,-15.861,-52.38,1986.0,2019.0
13979,188.1,-15.653,-56.11,1973.0,2019.0
13980,141.0,-15.783,-56.06,1989.0,2007.0
13981,480.0,-15.633,-53.91,1938.0,1944.0
13982,1060.4,-15.863,-47.91,1961.0,2019.0
13983,603.0,-15.083,-42.75,1989.0,2016.0
13984,649.0,-16.0,-41.28,1974.0,2019.0
13985,1136.3,-16.229,-48.96,1977.0,2019.0
13986,746.8,-16.632,-49.22,1973.0,2019.0
13987,910.0,-16.267,-47.88,1938.0,1944.0
13988,667.8,-16.707,-43.81,1936.0,2019.0
13989,51.2,-16.439,-39.08,2007.0,2019.0
13990,727.0,-17.917,-50.91,1974.0,2019.0
13991,760.0,-17.7,-46.16,1989.0,2014.0
13992,356.0,-17.85,-41.51,1931.0,2008.0
13993,11.0,-17.652,-39.25,1961.0,2017.0
13994,943.0,-18.883,-48.22,1996.0,2019.0
13995,940.0,-18.6,-46.51,1989.0,2018.0
13996,277.0,-18.85,-41.93,1989.0,2007.0
13997,25.0,-18.7,-39.85,1936.0,2019.0
13998,140.5,-19.012,-57.67,1931.0,2019.0
13999,141.0,-19.0,-57.66,1977.0,2007.0
14000,827.0,-19.617,-43.96,2000.0,2019.0
14001,809.2,-19.765,-47.96,1973.0,2019.0
14002,789.1,-19.851,-43.95,1951.0,2019.0
14003,732.0,-19.467,-44.25,1989.0,2011.0
14004,827.5,-19.634,-43.96,1931.0,2019.0
14005,852.0,-19.65,-43.88,1973.0,2019.0
14006,675.0,-19.033,-43.43,1989.0,2007.0
14007,530.0,-20.45,-54.61,1974.0,2007.0
14008,558.7,-20.469,-54.67,1936.0,2019.0
14009,365.0,-20.45,-52.88,1989.0,2004.0
14010,356.3,-20.777,-51.56,1973.0,2007.0
14011,313.0,-20.783,-51.7,1938.0,2008.0
14012,820.0,-20.917,-47.11,2016.0,2019.0
14013,1260.3,-21.843,-46.56,1996.0,2019.0
14014,77.0,-20.85,-41.1,1931.0,2004.0
14015,3.4,-20.258,-40.28,1973.0,2019.0
14016,5.0,-20.5,-29.31,1943.0,2019.0
14017,549.2,-21.134,-47.77,1996.0,2019.0
14018,98.0,-21.717,-57.88,1989.0,1990.0
14019,2.0,-22.883,-43.03,1979.0,1984.0
14020,617.0,-21.483,-47.55,1988.0,2010.0
14021,599.8,-21.985,-47.33,1973.0,2019.0
14022,51.0,-16.433,-39.06,2008.0,2008.0
14023,927.8,-19.909,-43.99,2007.0,2019.0
14024,711.4,-21.812,-48.13,2007.0,2019.0
14025,753.8,-25.0,-53.5,2007.0,2019.0
14026,28.3,-28.733,-49.41,2007.0,2017.0
14027,145.7,-10.786,-65.28,2007.0,2019.0
14028,1065.0,-25.387,-51.52,2007.0,2015.0
14029,563.0,-21.133,-47.76,1992.0,2008.0
14030,609.0,-21.817,-42.01,1936.0,1940.0
14031,917.0,-21.817,-45.95,1936.0,1944.0
14032,991.0,-21.3,-44.26,1936.0,1944.0
14033,1114.7,-21.267,-43.76,1973.0,2019.0
14034,911.0,-21.792,-43.38,1931.0,2019.0
14035,17.4,-21.698,-41.3,1931.0,2019.0
14036,4.0,-22.05,-41.05,1979.0,2014.0
14037,650.0,-22.533,-55.7,1973.0,2016.0
14038,657.1,-22.55,-55.7,1973.0,2019.0
14039,536.8,-22.792,-45.2,1977.0,2019.0
14040,880.2,-22.983,-46.53,2012.0,2012.0
14041,757.3,-23.183,-46.93,2012.0,2016.0
14042,1579.0,-22.733,-45.58,1988.0,2010.0
14043,450.2,-22.175,-51.42,1973.0,2019.0
14044,7.0,-22.983,-42.03,1973.0,1997.0
14045,661.4,-23.007,-47.13,1951.0,2019.0
14046,617.2,-22.345,-49.05,1973.0,2019.0
14047,856.0,-22.017,-47.88,1931.0,2019.0
14048,925.0,-22.283,-46.55,1936.0,1990.0
14049,900.0,-22.1,-45.01,1931.0,2007.0
14050,440.0,-22.483,-44.46,1931.0,2019.0
14051,374.0,-22.483,-44.08,1973.0,1987.0
14052,3.0,-22.932,-43.71,1973.0,2019.0
14053,5.0,-22.917,-43.16,1931.0,2016.0
14054,75.0,-23.067,-43.15,1979.0,2001.0
14055,856.0,-22.283,-42.53,1931.0,2002.0
14056,8.5,-22.809,-43.24,1931.0,2019.0
14057,33.5,-22.875,-43.38,1951.0,2019.0
14058,2.0,-22.333,-41.75,1936.0,2004.0
14059,3.4,-22.91,-43.16,1938.0,2019.0
14060,18.6,-22.813,-42.09,1973.0,2019.0
14061,545.0,-23.476,-52.01,1989.0,2019.0
14062,569.1,-23.334,-51.13,1973.0,2019.0
14063,4.3,-22.922,-42.07,1973.0,2019.0
14064,721.8,-23.509,-46.63,1973.0,2019.0
14065,722.0,-23.517,-46.63,1996.0,1996.0
14066,801.9,-23.627,-46.65,1931.0,2019.0
14067,792.0,-23.5,-46.61,1973.0,2010.0
14068,616.0,-24.05,-52.36,1989.0,2010.0
14069,577.0,-23.017,-45.56,1936.0,2019.0
14070,2.0,-23.017,-44.31,1931.0,1995.0
14071,625.0,-23.233,-45.83,1973.0,1978.0
14072,646.2,-23.229,-45.86,1990.0,2019.0
14073,3.0,-23.925,-46.28,1973.0,2019.0
14074,4.0,-25.483,-48.31,2010.0,2010.0
14075,239.9,-25.596,-54.48,1953.0,2019.0
14076,646.0,-23.217,-45.86,1977.0,2007.0
14077,290.0,-25.333,-54.25,1981.0,1994.0
14078,609.0,-21.774,-48.4,2013.0,2013.0
14079,868.0,-25.1,-50.16,1936.0,2001.0
14080,910.7,-25.528,-49.17,1961.0,2019.0
14081,931.8,-25.405,-49.23,1931.0,2019.0
14082,5.0,-25.517,-48.51,1931.0,2019.0
14083,778.0,-26.233,-51.06,1990.0,1997.0
14084,824.0,-26.1,-49.8,1936.0,2004.0
14085,72.0,-26.25,-48.65,1931.0,2005.0
14086,679.0,-27.117,-52.61,1989.0,2019.0
14087,152.0,-16.967,-48.95,1931.0,1939.0
14088,947.0,-27.4,-51.2,1931.0,2017.0
14089,377.0,-22.233,-43.33,1931.0,1932.0
14090,6.1,-27.67,-48.54,1973.0,2019.0
14091,245.0,-28.4,-55.01,1931.0,2019.0
14092,464.0,-28.633,-53.6,1989.0,2007.0
14093,724.2,-28.244,-52.32,1936.0,2019.0
14094,806.0,-28.417,-51.58,1988.0,2007.0
14095,1048.0,-28.667,-50.43,1982.0,2019.0
14096,1402.0,-28.283,-49.91,1989.0,2007.0
14097,45.0,-28.6,-48.81,1940.0,2019.0
14098,5.0,-26.867,-48.63,1936.0,1944.0
14099,78.0,-29.782,-57.03,1931.0,2019.0
14100,95.0,-29.7,-53.7,1974.0,2019.0
14101,87.5,-29.711,-53.68,1936.0,2019.0
14102,759.0,-29.167,-51.2,1989.0,2019.0
14103,231.0,-30.883,-55.53,1989.0,2007.0
14104,428.0,-30.533,-52.51,1973.0,2019.0
14105,7.9,-29.946,-51.14,1931.0,2019.0
14106,3.4,-29.994,-51.17,1973.0,2019.0
14107,429.0,-9.367,-37.2,1931.0,1931.0
14108,416.0,-15.717,-52.75,1933.0,1938.0
14109,182.9,-31.391,-54.11,1961.0,2019.0
14110,18.0,-31.718,-52.32,1973.0,2019.0
14111,2.0,-32.017,-52.08,1931.0,2015.0
14112,24.0,-33.517,-53.35,1931.0,2019.0
14113,200.0,-0.883,-52.6,1987.0,1988.0
14114,63.1,-0.454,-90.26,1942.0,2019.0
14115,3.0,-0.6,-80.4,2004.0,2004.0
14116,274.3,-2.642,-77.15,2011.0,2011.0
14117,518.2,-2.056,-77.15,2011.0,2011.0
14118,1043.0,-1.5,-78.06,1996.0,2019.0
14119,16.0,-0.433,-90.26,1974.0,1977.0
14120,18.9,-0.917,-89.61,1973.0,2019.0
14121,6.0,-1.0,-91.08,2003.0,2008.0
14122,18.0,-0.9,-89.61,2010.0,2019.0
14123,6.0,-0.95,-80.7,1973.0,1977.0
14124,3.0,-0.583,-80.4,1973.0,1974.0
14125,7.0,0.967,-79.61,1973.0,2008.0
14126,299.0,-0.083,-76.86,2005.0,2019.0
14127,10.0,-0.983,-79.63,1996.0,2019.0
14128,2941.0,0.81,-77.7,1938.0,2019.0
14129,351.0,0.1,-76.88,1975.0,1977.0
14130,3000.0,0.617,-77.93,2001.0,2017.0
14131,2860.0,0.6,-77.81,2003.0,2019.0
14132,2226.3,0.338,-78.13,1980.0,2018.0
14133,3185.0,0.25,-78.73,1938.0,2019.0
14134,360.0,0.017,-79.36,2003.0,2019.0
14135,16.0,-0.433,-90.26,1973.0,1973.0
14136,297.0,0.1,-76.88,1977.0,2008.0
14137,522.4,-0.248,-79.21,1980.0,2019.0
14138,2812.7,-0.141,-78.48,1977.0,2019.0
14139,2400.0,-0.117,-78.36,2013.0,2019.0
14140,2480.0,-0.217,-78.36,2003.0,2019.0
14141,300.0,-0.45,-76.95,2001.0,2016.0
14142,254.2,-0.463,-76.98,2005.0,2019.0
14143,3.0,-0.583,-80.41,1977.0,2018.0
14144,69.0,-0.717,-80.13,2006.0,2018.0
14145,260.0,-0.467,-79.33,2010.0,2019.0
14146,14.6,-0.95,-80.68,1977.0,2019.0
14147,223.0,-0.9,-78.6,1975.0,2012.0
14148,2805.7,-0.907,-78.61,1980.0,2019.0
14149,4.0,-2.15,-79.88,1933.0,1977.0
14150,220.0,-0.783,-75.51,1979.0,2002.0
14151,265.0,-0.917,-75.41,2001.0,2019.0
14152,39.6,-1.042,-80.47,1977.0,2011.0
14153,2532.0,-2.883,-78.96,1942.0,2014.0
14154,2591.4,-1.212,-78.57,1980.0,2019.0
14155,520.0,-0.983,-77.81,2008.0,2011.0
14156,1054.0,-1.5,-78.05,1979.0,2008.0
14157,2789.2,-1.653,-78.65,1980.0,2019.0
14158,292.6,-2.067,-76.97,2002.0,2003.0
14159,5.5,-2.205,-80.98,1977.0,2019.0
14160,5.8,-2.157,-79.88,1977.0,2019.0
14161,542.8,-2.752,-78.26,1997.0,1999.0
14162,465.0,-2.367,-79.36,2009.0,2009.0
14163,1052.2,-2.299,-78.12,2003.0,2019.0
14164,949.0,-2.483,-78.18,2010.0,2010.0
14165,2400.0,-2.717,-78.61,2008.0,2009.0
14166,1238.0,-4.0,-79.36,1973.0,1990.0
14167,2531.7,-2.889,-78.98,1977.0,2019.0
14168,3.4,-3.269,-79.96,1977.0,2010.0
14169,7.0,-3.433,-79.98,2016.0,2016.0
14170,804.7,-3.423,-78.56,2002.0,2015.0
14171,1236.9,-4.0,-79.36,1977.0,2019.0
14172,2160.0,-4.033,-79.2,2001.0,2019.0
14173,459.6,-4.378,-79.94,1977.0,2014.0
14174,221.9,-2.796,-76.46,1981.0,1981.0
14175,35.1,-3.553,-80.38,1974.0,2019.0
14176,93.3,-3.785,-73.3,1973.0,2019.0
14177,86.0,-4.577,-81.25,1933.0,2019.0
14178,168.0,-4.567,-77.91,1982.0,1984.0
14179,27.0,-5.117,-81.11,1983.0,1989.0
14180,35.4,-5.206,-80.61,1957.0,2019.0
14181,1552.0,-5.233,-79.45,2002.0,2002.0
14182,755.0,-5.583,-78.76,2011.0,2019.0
14183,52.0,-5.183,-80.6,2004.0,2005.0
14184,178.9,-5.894,-76.11,1949.0,2019.0
14185,833.0,-6.033,-76.96,1960.0,2001.0
14186,825.1,-6.068,-77.16,1994.0,2019.0
14187,2539.9,-6.202,-77.85,1960.0,2019.0
14188,29.6,-6.787,-79.82,1933.0,2019.0
14189,274.3,-6.509,-76.37,1950.0,2019.0
14190,2676.4,-7.139,-78.48,1957.0,2019.0
14191,349.9,-7.169,-76.72,1950.0,2019.0
14192,32.3,-8.081,-79.1,1949.0,2019.0
14193,3129.0,-8.133,-78.16,1987.0,1988.0
14194,156.4,-8.378,-74.57,1949.0,2019.0
14195,21.0,-9.15,-78.52,1960.0,2019.0
14196,665.0,-9.133,-75.95,1949.0,2019.0
14197,2749.9,-9.347,-77.59,1973.0,2019.0
14198,221.0,-9.768,-70.7,1981.0,1982.0
14199,1850.1,-9.879,-76.2,1960.0,2019.0
14200,1859.0,-9.9,-76.23,1974.0,1974.0
14201,685.0,-11.333,-74.55,2009.0,2019.0
14202,384.0,-11.85,-72.93,2012.0,2013.0
14203,228.9,-10.729,-73.76,1957.0,2019.0
14204,801.0,-11.083,-75.28,1957.0,1966.0
14205,3632.0,-11.483,-75.9,1960.0,1966.0
14206,3363.2,-11.783,-75.47,2001.0,2019.0
14207,34.4,-12.022,-77.11,1960.0,2019.0
14208,78.0,-12.15,-77.0,2003.0,2003.0
14209,200.9,-12.614,-69.22,1947.0,2019.0
14210,678.0,-13.033,-71.26,1973.0,1974.0
14211,2717.9,-13.155,-74.2,1966.0,2019.0
14212,634.0,-13.267,-70.66,1960.0,1988.0
14213,3310.1,-13.536,-71.93,1949.0,2019.0
14214,3444.2,-13.706,-73.35,1994.0,2019.0
14215,11.9,-13.745,-76.22,1935.0,2019.0
14216,566.9,-14.854,-74.96,2001.0,2019.0
14217,60.0,-15.383,-75.16,1957.0,2002.0
14218,10.0,-15.533,-74.91,1949.0,1953.0
14219,3825.8,-15.467,-70.15,1961.0,2019.0
14220,1833.0,-15.767,-73.41,1973.0,1974.0
14221,2561.8,-16.341,-71.58,1942.0,2019.0
14222,4045.0,-16.733,-69.71,1981.0,1981.0
14223,13.0,-17.033,-72.01,2002.0,2019.0
14224,1365.5,-17.179,-70.93,1984.0,1984.0
14225,21.9,-17.695,-71.34,2001.0,2019.0
14226,50.0,-17.7,-71.38,1981.0,1981.0
14227,468.8,-18.053,-70.27,1957.0,2019.0
14228,0.0,17.967,-66.61,1979.0,1979.0
14229,780.0,-18.65,-70.23,1949.0,1953.0
14230,130.0,-10.817,-65.35,1943.0,2011.0
14231,140.0,-10.533,-65.23,2011.0,2019.0
14232,271.9,-11.04,-68.78,1943.0,2019.0
14233,135.0,-11.017,-66.11,1943.0,2019.0
14234,140.0,-13.067,-64.66,1942.0,2019.0
14235,140.0,-13.3,-64.7,1983.0,2019.0
14236,141.0,-13.333,-64.15,1973.0,2019.0
14237,220.0,-13.767,-65.45,1973.0,1975.0
14238,143.9,-13.762,-65.43,1987.0,2019.0
14239,224.9,-14.067,-66.78,2010.0,2019.0
14240,280.0,-14.3,-67.36,1973.0,2019.0
14241,202.0,-14.483,-67.48,1945.0,2019.0
14242,1415.0,-14.733,-68.41,1942.0,2019.0
14243,385.0,-13.583,-63.58,2009.0,2018.0
14244,194.0,-14.867,-66.75,1973.0,2019.0
14245,241.0,-14.967,-65.63,1973.0,2019.0
14246,155.1,-14.819,-64.91,1943.0,2019.0
14247,560.0,-15.533,-68.0,1987.0,1987.0
14248,247.0,-15.717,-63.1,1946.0,2019.0
14249,520.0,-16.267,-62.46,1975.0,2019.0
14250,497.0,-16.25,-62.1,1942.0,2019.0
14251,4061.5,-16.513,-68.19,1936.0,2019.0
14252,335.0,-16.767,-65.18,1979.0,1979.0
14253,413.0,-16.367,-60.95,1943.0,2019.0
14254,124.0,-16.333,-58.38,1986.0,2019.0
14255,2548.1,-17.421,-66.17,1942.0,2019.0
14256,4057.0,-17.583,-69.45,1938.0,2008.0
14257,3702.1,-17.963,-67.07,1938.0,2019.0
14258,373.4,-17.645,-63.13,1984.0,2019.0
14259,417.9,-17.812,-63.17,1942.0,2019.0
14260,284.0,-17.833,-60.75,1942.0,2019.0
14261,1998.0,-18.467,-64.1,1942.0,2019.0
14262,284.0,-18.317,-59.75,1943.0,2019.0
14263,2903.8,-19.007,-65.28,1944.0,2016.0
14264,133.8,-18.975,-57.82,1942.0,2019.0
14265,3935.9,-19.543,-65.72,1947.0,2019.0
14266,3815.0,-19.7,-66.78,1983.0,1985.0
14267,992.0,-19.783,-63.91,1990.0,2019.0
14268,792.0,-20.05,-63.56,1946.0,2019.0
14269,398.1,-21.255,-63.4,1980.0,2019.0
14270,1854.4,-21.556,-64.7,1944.0,2019.0
14271,645.0,-21.961,-63.65,1944.0,2019.0
14272,335.3,-22.117,-65.55,1938.0,2018.0
14273,50.9,-18.349,-70.33,1935.0,2019.0
14274,47.2,-20.535,-70.18,1973.0,2019.0
14275,138.7,-23.444,-70.44,1935.0,2019.0
14276,2270.0,-22.433,-68.91,1973.0,1990.0
14277,146.0,-29.917,-71.2,1949.0,1955.0
14278,50.3,-26.294,-80.09,2008.0,2019.0
14279,57.0,-40.611,-73.06,2004.0,2019.0
14280,11.0,-43.894,-73.74,2009.0,2019.0
14281,204.2,-27.261,-70.77,2006.0,2019.0
14282,29.6,-26.333,-70.6,1963.0,2002.0
14283,2251.0,-32.85,-70.15,1935.0,2019.0
14284,204.0,-27.25,-70.77,2005.0,2019.0
14285,69.2,-27.165,-109.42,1957.0,2019.0
14286,298.0,-27.296,-70.41,1935.0,2009.0
14287,370.0,-27.35,-70.33,1973.0,1990.0
14288,525.8,-28.596,-70.75,1936.0,2011.0
14289,146.6,-29.916,-71.2,1935.0,2019.0
14290,32.0,-28.083,-70.75,1949.0,1955.0
14291,25.0,-29.95,-71.36,1935.0,1990.0
14292,25.0,-29.95,-71.36,2017.0,2019.0
14293,305.0,-30.567,-71.18,1935.0,1984.0
14294,3830.0,-32.833,-70.08,1934.0,1942.0
14295,3.7,-32.79,-71.52,1935.0,2011.0
14296,816.0,-32.817,-70.6,1935.0,1952.0
14297,41.0,-33.033,-71.63,1935.0,2019.0
14298,342.0,-33.05,-71.58,1973.0,2019.0
14299,123.0,-33.05,-71.41,1973.0,2002.0
14300,474.0,-33.393,-70.78,1973.0,2019.0
14301,520.0,-33.433,-70.68,1935.0,2019.0
14302,524.0,-33.493,-70.69,1963.0,2006.0
14303,648.9,-33.456,-70.54,1937.0,2017.0
14304,573.0,-33.567,-70.68,1963.0,1990.0
14305,29.0,-33.633,-78.83,1935.0,2019.0
14306,75.0,-33.65,-71.61,1973.0,2019.0
14307,441.0,-34.167,-70.76,1973.0,1990.0
14308,302.0,-34.583,-71.0,1938.0,1952.0
14309,242.0,-34.967,-71.21,1935.0,2019.0
14310,2156.0,-35.017,-70.5,1940.0,2017.0
14311,156.0,-35.85,-71.55,1935.0,1974.0
14312,150.9,-36.582,-72.03,1938.0,2019.0
14313,100.0,-36.617,-73.1,1973.0,1988.0
14314,84.1,-35.283,-72.88,1935.0,1955.0
14315,7.9,-36.773,-73.06,1973.0,2019.0
14316,114.0,-37.402,-72.42,1935.0,2019.0
14317,130.1,-36.533,-71.65,1949.0,1955.0
14318,23.0,-38.367,-73.9,1935.0,1990.0
14319,23.0,-38.36,-73.9,2017.0,2019.0
14320,92.7,-38.767,-72.63,1935.0,2019.0
14321,4.9,-37.1,-72.76,1949.0,1953.0
14322,260.0,-39.293,-71.91,2009.0,2016.0
14323,18.0,-39.65,-73.08,1973.0,2019.0
14324,160.0,-42.333,-73.71,2013.0,2019.0
14325,89.6,-41.439,-73.09,1935.0,2019.0
14326,3.0,-40.533,-71.06,1949.0,1958.0
14327,5.0,-41.467,-72.81,2002.0,2002.0
14328,114.0,-41.9,-73.8,1963.0,2009.0
14329,11.0,-41.9,-73.8,1973.0,1974.0
14330,366.0,-42.083,-71.86,1963.0,1990.0
14331,0.0,-42.083,-71.93,1984.0,1990.0
14332,350.0,-43.2,-71.81,1973.0,2019.0
14333,26.8,-54.933,-67.63,2009.0,2018.0
14334,4.0,-43.117,-73.63,2009.0,2017.0
14335,440.7,-34.167,-70.78,2009.0,2017.0
14336,45.0,-43.567,-74.83,1935.0,2019.0
14337,280.0,-43.617,-71.81,1963.0,2017.0
14338,700.0,-44.55,-71.4,1963.0,1973.0
14339,10.0,-45.4,-72.7,1935.0,2019.0
14340,310.9,-45.594,-72.1,1963.0,2019.0
