elev,lat,lon,yrst,yrstp,notes,reference
27,55.52,-4.58,1993,2019,ISD,
5,55.97,-4.8,1987,2007,ISD,
12.8,55.44,-5.68,1999,2019,ISD,
7.9,55.87,-4.43,1929,2019,ISD,
470,61.62,1.3,2012,2019,ISD,
470,59.73,1.66,2012,2019,ISD,
470,59.27,1.5,2012,2019,ISD,
470,58.72,1.4,2012,2017,ISD,
470,58.03,1.4,2012,2019,ISD,
470,57.37,1.98,2012,2019,ISD,
470,57.28,1.65,2012,2019,ISD,
470,54.02,1.1,2012,2019,ISD,
470,53.7,1.13,2012,2019,ISD,
470,60.35,-4.05,2013,2013,ISD,
470,60.68,-2.53,2013,2019,ISD,
470,54.03,0.71,2013,2019,ISD,
35,56.32,-3.73,1989,2019,ISD,
17,55.87,-4.26,1973,1985,ISD,
564,56.42,-4.31,1996,2019,ISD,
335,56.07,-4.05,1973,1981,ISD,
40,56.05,-3.41,1982,1985,ISD,
121,56.45,-3.36,1990,1993,ISD,
41.1,55.95,-3.37,1973,2019,ISD,
5.2,56.45,-3.02,1983,2019,ISD,
325,55.05,-2.55,1992,2019,ISD,
57,55.93,-3.35,2003,2019,ISD,
38,56.08,-2.63,1976,2001,ISD,
11.6,56.37,-2.86,1929,2019,ISD,
12,56.3,-2.58,1978,2007,ISD,
21,56.43,-2.4,1973,1990,ISD,
75,55.92,-2.13,1937,1992,ISD,
16.8,54.08,-4.62,1973,2019,ISD,
93,54.05,-4.83,1988,2004,ISD,
9,54.42,-4.36,1935,2003,ISD,
123,54.52,-3.6,1984,2019,ISD,
94,54.52,-3.63,1973,1987,ISD,
14.3,54.13,-3.26,1983,2019,ISD,
16.8,53.75,-2.88,2011,2019,ISD,
160,54.58,-3.08,1973,1977,ISD,
57.9,54.94,-2.8,1973,2019,ISD,
286,55.05,-2.55,1992,2019,ISD,
227,54.57,-2.41,1983,2019,ISD,
847,54.68,-2.45,1994,2019,ISD,
125,54.67,-2.7,1984,2004,ISD,
847,54.7,-2.45,1973,2003,ISD,
212,55.28,-2.28,1983,2019,ISD,
434,54.82,-2.08,1994,2007,ISD,
21.3,55.42,-1.6,1975,2019,ISD,
158,55.3,-1.8,1989,2005,ISD,
81.1,55.04,-1.69,1988,2019,ISD,
50,54.97,-1.61,1973,1990,ISD,
52,54.98,-1.6,1990,2005,ISD,
70,54.98,-1.63,1989,2001,ISD,
40.2,54.29,-1.53,1973,2019,ISD,
35.7,54.14,-1.42,1992,2016,ISD,
36.6,54.51,-1.42,1973,2019,ISD,
28,54.21,-1.38,1994,2019,ISD,
16.2,54.05,-1.25,1973,2019,ISD,
12,54.62,-1.13,1992,2006,ISD,
46,54.12,-0.08,1973,1987,ISD,
19,54.1,-0.16,1987,2019,ISD,
11.3,53.25,-4.53,1926,2019,ISD,
215,53.1,-3.93,1994,2019,ISD,
1065,53.07,-4.08,1988,2005,ISD,
262,53.03,-3.7,1973,1985,ISD,
76,53.25,-3.5,1986,2019,ISD,
9,53.55,-3.1,1973,1982,ISD,
10.4,53.77,-3.02,1973,2019,ISD,
13.7,53.18,-2.97,1985,2019,ISD,
26,53.33,-2.85,1929,1990,ISD,
24.4,53.33,-2.85,1990,2019,ISD,
440,53.62,-2.51,1973,2000,ISD,
299,53.13,-1.98,2004,2019,ISD,
78.3,53.35,-2.27,1933,2019,ISD,
37,53.48,-2.25,1973,1986,ISD,
153,53.97,-2.03,1973,2008,ISD,
522,53.53,-1.88,1978,2002,ISD,
524,53.53,-1.86,1973,1996,ISD,
267,53.82,-1.86,1973,2019,ISD,
259,53.62,-1.66,1973,2008,ISD,
267,53.6,-1.66,1976,2019,ISD,
207.6,53.87,-1.66,1988,2019,ISD,
4,50.12,-5.52,2005,2012,ISD,
119,50.43,-4.98,2009,2019,ISD,
47,53.8,-1.55,1986,2003,ISD,
70.4,53.39,-1.38,1998,2002,ISD,
35,53.37,-2.38,2012,2019,ISD,
8.8,53.83,-1.19,1973,2013,ISD,
111.9,52.96,-0.56,1995,2019,ISD,
61.6,53.31,-0.55,1973,2019,ISD,
36.9,53.57,-0.35,1975,2019,ISD,
70.4,53.17,-0.52,1950,2019,ISD,
66.4,53.03,-0.48,1929,2019,ISD,
9,53.88,-0.43,1973,1978,ISD,
6,53.87,-0.43,1981,2019,ISD,
8,53.47,0.06,1992,2019,ISD,
3,53.48,0.15,2011,2019,ISD,
3,53.5,0.06,1989,1994,ISD,
37,53.33,0.56,1980,1987,ISD,
7.6,53.09,-0.16,1943,2019,ISD,
5,53.08,0.26,1984,2019,ISD,
4,53.38,0.21,1984,1986,ISD,
4,53.1,0.31,1976,2002,ISD,
12,53.62,0.15,1929,1987,ISD,
7,53.57,0.11,2017,2019,ISD,
5,53.62,0.36,1973,1982,ISD,
5,53.57,0.83,1973,1983,ISD,
16,52.75,-4.8,1973,1987,ISD,
253,52.82,-4.63,1973,2004,ISD,
9.1,52.81,-4.12,1994,2007,ISD,
16.8,53.48,-1,2005,2019,ISD,
2,52.65,-1.78,2010,2015,ISD,
359,52.75,-3.46,1994,2019,ISD,
75.9,52.8,-2.66,1973,2019,ISD,
82.9,52.64,-2.3,1994,2019,ISD,
74,52.8,-2.68,1988,1995,ISD,
93.3,52.83,-1.32,1973,2019,ISD,
140.5,52.74,-0.64,1973,2011,ISD,
138,52.73,-0.66,1993,2003,ISD,
75,52.62,-0.48,1984,2006,ISD,
83.2,52.61,-0.47,1973,2019,ISD,
3,52.87,0.15,1985,2019,ISD,
12,52.88,0.18,1964,1981,ISD,
12,52.85,0.16,1978,1981,ISD,
22.9,52.65,0.55,1949,2019,ISD,
76,52.78,0.73,1973,1976,ISD,
65,52.85,0.76,1978,2001,ISD,
65,52.85,0.76,1949,1990,ISD,
75,51.62,-0.77,2004,2004,ISD,
35.7,52.68,1.28,1987,2019,ISD,
37,52.68,1.28,1984,1988,ISD,
62,52.92,1.31,1985,1990,ISD,
20.1,52.76,1.35,1973,2006,ISD,
5,52.8,1.83,1973,1982,ISD,
5,52.72,2.3,1973,1982,ISD,
92,52.42,-4,1999,2004,ISD,
134,52.13,-4.56,1973,2019,ISD,
279,52.33,-3.48,1975,2005,ISD,
282,52.38,-3.5,1973,1975,ISD,
307,52.07,-3.61,1984,2019,ISD,
215,52.43,-3.11,1986,2006,ISD,
99,52.25,-2.88,1992,2019,ISD,
44,52.12,-2.3,1984,2008,ISD,
99.7,52.45,-1.74,1973,2019,ISD,
30,52.63,-0.56,1978,1982,ISD,
85,52.37,-1.48,1976,1988,ISD,
81.4,52.37,-1.48,1988,2017,ISD,
49,52.57,1.16,1943,1945,ISD,
79,52.05,0.55,1943,1945,ISD,
106,52.37,-1.33,1983,2019,ISD,
61,52.25,0.95,1943,1944,ISD,
54,52.45,1.15,1943,1945,ISD,
134,52.45,-1.25,1973,1979,ISD,
45,52.47,0.95,1943,1944,ISD,
59,52.5,1.06,1944,1945,ISD,
40,52.57,0.71,1943,2007,ISD,
55,52.32,1.23,1943,1944,ISD,
30,52.1,0.13,1943,1944,ISD,
101,52.5,-0.58,1943,1945,ISD,
77,52.57,-0.48,1943,1945,ISD,
109.1,52.07,-0.61,1990,2019,ISD,
89,52.22,-0.48,1973,2005,ISD,
63,52.25,0.76,1942,1944,ISD,
47.9,52.37,-0.21,1999,2005,ISD,
49,52.37,-0.21,1973,1988,ISD,
49,52.37,-0.21,1943,1995,ISD,
50,52.38,1.21,1943,1944,ISD,
41.1,52.36,-0.1,1950,2015,ISD,
17.1,55.68,-6.25,2004,2019,ISD,
14.3,52.21,0.17,1977,2019,ISD,
10,52.37,0.48,1999,2019,ISD,
10.1,52.36,0.48,1993,2004,ISD,
10,52.37,0.48,1973,1988,ISD,
10,52.37,0.48,1950,1995,ISD,
10,52.42,0.56,1999,2019,ISD,
9.8,52.41,0.56,1993,2004,ISD,
10,52.4,0.56,1973,1988,ISD,
10,52.4,0.56,1949,1995,ISD,
60,52.32,0.91,1951,1959,ISD,
86.6,52.13,0.95,1973,2019,ISD,
55,52.97,-0.98,1995,2001,ISD,
22,52.43,1.61,1990,2003,ISD,
29,52.08,1.4,1973,1988,ISD,
29,52.08,1.4,1954,2007,ISD,
26,52.13,1.43,1973,1988,ISD,
26,52.13,1.43,1993,1993,ISD,
25.9,52.13,1.43,1945,1992,ISD,
43,51.68,-5.16,1929,2016,ISD,
32,51.7,-5.05,1973,2019,ISD,
3,51.72,-4.36,1993,2019,ISD,
84,51.7,-4.66,1973,1983,ISD,
5,51.75,-4.51,1973,1996,ISD,
5,51.75,-4.51,1988,2001,ISD,
32,51.57,-3.98,1973,2019,ISD,
91.1,51.61,-4.06,1977,1999,ISD,
160,51.92,-3.31,1990,2005,ISD,
457,51.87,-3.48,1987,2003,ISD,
25,51.8,-2.61,1980,1983,ISD,
68.9,51.52,-2.59,1994,2012,ISD,
30.8,51.89,-2.16,1977,2019,ISD,
133,51.67,-2.05,1973,1988,ISD,
132,51.67,-2.05,1988,1992,ISD,
87.2,51.68,-1.79,1952,2019,ISD,
210,51.87,-1.68,1984,2019,ISD,
87.8,51.75,-1.58,1951,2019,ISD,
134,51.93,-1.25,1930,1939,ISD,
133,51.93,-1.25,1973,1988,ISD,
133,51.93,1.25,1951,1993,ISD,
57,51.62,-1.1,1984,1993,ISD,
68.9,51.62,-1.09,1973,2019,ISD,
180.7,51.44,-2.28,1942,2019,ISD,
205,51.68,-0.8,1997,2019,ISD,
37.8,51.55,-0.41,1973,2019,ISD,
160,51.88,-0.36,1973,1988,ISD,
160.3,51.88,-0.36,1988,2019,ISD,
106.1,51.89,0.23,1973,2019,ISD,
101,51.97,0.5,1974,1977,ISD,
101,51.97,0.5,1989,1990,ISD,
15,51.57,0.7,1973,1988,ISD,
14.9,51.57,0.69,1988,2019,ISD,
3,51.55,0.83,1929,2019,ISD,
2,51.55,0.83,1985,1994,ISD,
8,51.67,1.1,1981,2004,ISD,
15,51.52,1.38,1929,1982,ISD,
5,51.73,1.96,1973,1977,ISD,
5,51.5,-5,1973,2006,ISD,
43,51.17,-4.65,1973,2003,ISD,
91,51.02,-4.53,1938,1983,ISD,
91,51.03,-4.53,2007,2007,ISD,
61,51.22,-4.08,1973,1980,ISD,
61,51.22,-4.08,2007,2007,ISD,
8.2,51.09,-4.15,1973,2019,ISD,
67.1,51.4,-3.34,1973,2019,ISD,
51,51.4,-3.43,1994,2004,ISD,
49.7,51.41,-3.43,1996,2019,ISD,
52,51.48,-3.18,1984,2006,ISD,
189.6,51.38,-2.71,1988,2019,ISD,
11,51.47,-2.6,1981,2004,ISD,
156.4,51.51,-1.99,1973,2019,ISD,
122,51.38,-1.28,1976,1992,ISD,
175,51.3,-1.76,1973,2004,ISD,
124.1,51.15,-1.74,1931,2019,ISD,
91,51.15,-1.56,1973,2019,ISD,
123,51.25,-0.95,1993,2000,ISD,
123.4,51.23,-0.94,1973,2019,ISD,
74,51.38,-0.78,1973,2019,ISD,
75,51.38,-0.8,1987,2004,ISD,
72,51.28,-0.76,1929,2005,ISD,
0,51.28,0.03,1984,1988,ISD,
182.3,51.33,0.03,1988,2019,ISD,
72.5,51.28,-0.77,1988,2019,ISD,
5.8,51.51,0.05,1988,2019,ISD,
5,51.5,-0.11,2009,2019,ISD,
25.3,51.48,-0.46,1948,2019,ISD,
61.6,51.15,-0.19,1973,2019,ISD,
66,51.35,-0.11,1929,1939,ISD,
23,51.52,-0.11,1973,2003,ISD,
39,51.5,-0.11,1992,2010,ISD,
170,51.3,-0.08,1988,2019,ISD,
102,51.68,-0.41,1973,1995,ISD,
12,51.5,-0.06,1973,1979,ISD,
104,51.28,0.41,1960,1964,ISD,
47,51.18,0.63,1973,1996,ISD,
32,51.28,0.45,1985,2001,ISD,
139,51.2,1.01,1973,2005,ISD,
91,51.15,1.38,1973,1979,ISD,
107,51.15,0.88,1973,1974,ISD,
117,51.13,1.35,1973,2019,ISD,
50,51.35,1.33,1930,2019,ISD,
54.3,51.34,1.34,2000,2004,ISD,
5,51.3,1.81,1973,1982,ISD,
5,51.22,1.6,1973,1982,ISD,
45,49.92,-6.28,1989,2003,ISD,
38,49.98,-6.31,1982,2005,ISD,
31,49.92,-6.3,1986,2019,ISD,
51,49.93,-6.3,1926,2002,ISD,
5,50.05,-6.06,1973,1982,ISD,
63,50.06,-5.7,1973,2019,ISD,
81.4,50.09,-5.25,1973,2019,ISD,
42,50.15,-5.06,1984,2007,ISD,
61,50.13,-5.03,1929,1934,ISD,
60,49.97,-5.2,1988,2003,ISD,
118.9,50.43,-5,1973,2008,ISD,
291,50.63,-4.6,1992,2004,ISD,
199,50.5,-4.66,1987,2019,ISD,
27,50.35,-4.11,1973,2019,ISD,
145.1,50.42,-4.1,1988,2011,ISD,
198,50.48,-4.1,1929,1939,ISD,
510,50.55,-4,1973,2005,ISD,
59,50.2,-3.71,1973,1983,ISD,
59,50.2,-3.71,2007,2007,ISD,
31.1,50.73,-3.41,1973,2019,ISD,
253,50.87,-3.23,1991,2019,ISD,
255,50.87,-3.25,1983,2002,ISD,
22.9,51.01,-2.63,1973,2019,ISD,
53,50.52,-2.43,1973,2002,ISD,
11,50.52,-2.45,1929,2004,ISD,
52,50.52,-2.45,1973,2019,ISD,
3,50.57,-2.45,1973,2002,ISD,
5,50.7,-1.98,2004,2004,ISD,
34,50.58,-1.96,1978,1981,ISD,
7,50.7,-1.66,1981,2002,ISD,
11.6,50.78,-1.84,1973,2019,ISD,
86,50.67,-1.58,1973,1986,ISD,
13.4,50.95,-1.35,1973,2019,ISD,
24,50.58,-1.3,1973,2019,ISD,
24,50.67,-0.95,1981,1983,ISD,
3,50.82,-0.91,1984,2019,ISD,
2.1,50.84,-0.29,1986,2019,ISD,
38,50.92,0.15,1973,2005,ISD,
5,50.78,0.05,1973,2002,ISD,
52,50.9,0.31,1992,2019,ISD,
23,50.72,0.45,1973,1982,ISD,
3,50.95,0.93,1975,1988,ISD,
4,50.96,0.93,1988,2019,ISD,
89,49.9,-2.91,1979,1982,ISD,
88.4,49.71,-2.21,1987,2019,ISD,
102.4,49.44,-2.6,1929,2019,ISD,
84.4,49.21,-2.19,1973,2019,ISD,
54,49.2,-2.1,1984,2019,ISD,
5,51.02,1.4,1973,1982,ISD,
47,54.4,-7.65,1985,2013,ISD,
6,55.15,-6.93,2011,2019,ISD,
6.7,55.04,-7.16,1990,2019,ISD,
227,54.72,-6.81,1994,2019,ISD,
15,53.85,-6.1,1995,1998,ISD,
156,55.18,-6.16,1987,2019,ISD,
81.7,54.66,-6.21,1930,2019,ISD,
18,54.5,-6.33,1943,2016,ISD,
160,54.23,-6.5,1985,2019,ISD,
4.6,54.62,-5.87,1973,2019,ISD,
34,54.67,-5.58,1973,2002,ISD,
11,54.67,-5.66,1992,2007,ISD,
21,51.47,-9.41,2009,2019,ISD,
41,51.8,-8.25,1929,2019,ISD,
30,51.93,-10.25,1926,2019,ISD,
153,51.84,-8.49,1973,2019,ISD,
53,52.28,-6.48,2007,2019,ISD,
63,52.85,-6.9,2008,2019,ISD,
14,52.7,-8.92,1973,2019,ISD,
23,53.32,-9.9,2009,2019,ISD,
97.2,53.3,-6.45,1987,2019,ISD,
68,53.43,-6.25,2016,2019,ISD,
73.8,53.42,-6.27,1973,2019,ISD,
202.7,53.91,-8.81,1929,2019,ISD,
25,55.37,-7.33,1926,2019,ISD,
30,65.87,-23.6,2005,2010,ISD,
8,65.08,-22.73,1973,2019,ISD,
2.4,66.06,-23.13,2009,2019,ISD,
52.1,63.97,-22.6,1942,2019,ISD,
27,66.42,-22.38,1949,2004,ISD,
14.6,64.13,-21.94,1931,2019,ISD,
99.4,63.42,-20.27,1931,2019,ISD,
1.8,65.66,-18.07,1931,2019,ISD,
16,66.53,-18.01,1913,2019,ISD,
5.5,65.64,-23.54,2013,2019,ISD,
10,66.45,-15.95,1949,2019,ISD,
7.3,64.3,-15.22,1973,2019,ISD,
48,65.75,-14.83,1975,2019,ISD,
5,64.27,-14.98,1949,1956,ISD,
23.2,65.28,-14.4,1949,2019,ISD,
3195,72.28,-38.8,1987,2007,ISD,
31,65.68,-18.11,2008,2019,ISD,
59.3,66.51,-16.54,1963,2019,ISD,
92.4,65.28,-14,1980,2019,ISD,
76.5,76.53,-68.7,1951,2019,ISD,
27,68.72,-52.8,2004,2019,ISD,
31,69.23,-51.06,1996,2019,ISD,
89,70.73,-52.7,2004,2019,ISD,
50,66.95,-53.73,2004,2016,ISD,
11,76.63,-73,1973,2019,ISD,
16,77.48,-69.38,1973,2019,ISD,
105,81.68,-59.93,1982,2007,ISD,
40,74.03,-57.81,1982,2019,ISD,
63,72.77,-56.17,1984,2006,ISD,
129,72.78,-56.13,2004,2019,ISD,
2,70.68,-52.11,1950,2006,ISD,
89,70.73,-52.7,2004,2008,ISD,
27,70.68,-54.61,1982,2019,ISD,
24,68.82,-51.18,1973,2006,ISD,
24,69.33,-53.58,1973,2019,ISD,
41,68.7,-52.85,1943,2019,ISD,
31,69.23,-51.06,1988,2008,ISD,
27,68.72,-52.8,2004,2008,ISD,
12,67.78,-53.96,1983,2019,ISD,
9,66.92,-53.66,1949,2005,ISD,
50.3,67.02,-50.68,1941,2019,ISD,
8,66.95,-53.71,2004,2019,ISD,
1453,66.63,-52.86,1962,2005,ISD,
32,65.42,-52.93,2004,2008,ISD,
84,64.17,-51.75,1949,2019,ISD,
22,62.57,-50.41,1982,2019,ISD,
87,64.2,-51.68,2001,2008,ISD,
15,62.02,-49.66,1949,2008,ISD,
13,61.98,-49.7,1996,2019,ISD,
32,61.23,-48.1,1943,2005,ISD,
34.1,61.16,-45.42,1941,2019,ISD,
34,60.72,-46.05,1936,2019,ISD,
18,60.72,-46.03,2005,2005,ISD,
25,60.92,-46.05,1949,2006,ISD,
30,60.9,-45.96,1944,1949,ISD,
5,60.13,-45.23,1973,2006,ISD,
16,59.98,-45.2,1981,2019,ISD,
4,83.65,-33.36,1981,2019,ISD,
4,82.15,-29.91,1983,2005,ISD,
43,81.6,-16.65,1952,2014,ISD,
36,81.6,-16.65,1985,2019,ISD,
10,80.65,-13.71,1984,2019,ISD,
12,76.77,-18.66,1949,2019,ISD,
44,74.3,-20.21,1945,2019,ISD,
43,74.3,-20.21,2007,2007,ISD,
10,72.25,-24.33,1973,2006,ISD,
69,70.48,-21.95,1936,2019,ISD,
41,70.42,-21.96,1951,2004,ISD,
10,70.75,-22.65,1986,2019,ISD,
18,67.78,-32.3,1950,1987,ISD,
23,67.78,-32.28,1987,2019,ISD,
52,65.6,-37.63,1936,2019,ISD,
37,65.58,-37.15,1943,2019,ISD,
327,65.57,-37.11,1973,1990,ISD,
33,61.8,-42,1980,1989,ISD,
19,60.03,-43.11,1943,2019,ISD,
905,69.5,-49.69,2015,2016,ISD,
1093,69.57,-49.33,2015,2016,ISD,
2098,66.48,-46.28,2011,2013,ISD,
3210,72.3,-38,1987,1989,ISD,
3185,72.28,-38.82,1989,1998,ISD,
23,61.53,-6.76,2016,2019,ISD,
85.3,62.06,-7.27,1974,2019,ISD,
958,-17.63,24.17,2016,2019,ISD,
21,55.5,7.86,2009,2019,ISD,
10,55.6,7.62,2009,2019,ISD,
43,55.72,4.8,2005,2019,ISD,
96,55.58,4.75,2012,2019,ISD,
94.5,55.53,5,2012,2019,ISD,
95.1,55.72,4.8,2012,2019,ISD,
95,56.34,4.27,2012,2019,ISD,
10,55.58,4.76,1982,1986,ISD,
7,57.07,8.7,1973,2007,ISD,
3,57.09,9.84,1940,2019,ISD,
28,57.5,10.22,1982,2019,ISD,
1,57.47,11.41,1973,2005,ISD,
2,56.72,10.11,1983,2002,ISD,
89,56.57,10.1,2001,2019,ISD,
15,56.38,8.43,1977,2007,ISD,
5,56,8.15,1989,2019,ISD,
51.8,56.3,9.12,1973,2019,ISD,
22.6,56.55,9.17,1976,2007,ISD,
2,56.9,9.16,1940,1941,ISD,
33,56.75,9.5,1978,2019,ISD,
5.2,55.99,8.35,1973,2019,ISD,
25,56.3,10.61,1973,2019,ISD,
8,56.45,10.96,1973,2007,ISD,
6,56.1,10.51,1977,2019,ISD,
55,56.08,10.13,1977,2019,ISD,
19,56.33,10.05,1979,1983,ISD,
8,56.7,11.55,1984,2007,ISD,
29.6,55.53,8.55,1973,2019,ISD,
51,56.18,9.03,1977,2002,ISD,
1,56.75,11.9,1973,1986,ISD,
4,55.3,8.66,2012,2019,ISD,
17,55.58,8.25,2005,2018,ISD,
73,55.7,9.2,1973,2005,ISD,
75.3,55.74,9.15,1973,2019,ISD,
1,55.57,7.33,1973,1980,ISD,
43.6,55.44,9.33,1990,2019,ISD,
43,55.23,9.26,1973,2019,ISD,
0,54.9,9.16,1984,1988,ISD,
7.3,54.96,9.79,1973,2019,ISD,
17.1,55.48,10.33,1973,2019,ISD,
6,55.02,10.56,1983,2019,ISD,
4,55.08,11.78,2012,2019,ISD,
0,55.87,10.93,1985,1985,ISD,
-1,54.82,11.13,1988,1989,ISD,
4.9,54.7,11.44,1986,2018,ISD,
5,54.7,11.45,1985,1988,ISD,
5,54.7,11.43,1988,1990,ISD,
3,54.88,12.18,1973,2019,ISD,
35.1,55.43,11.8,2019,2019,ISD,
18,55.77,12.34,1939,2007,ISD,
8,56.2,11.71,1985,2004,ISD,
44.5,55.59,12.13,1977,2019,ISD,
5.2,55.62,12.65,1929,2019,ISD,
15.8,55.06,14.76,1974,2019,ISD,
15,55.32,15.18,1973,2003,ISD,
9,55.3,14.76,1931,2019,ISD,
25,55.05,15.1,2007,2019,ISD,
6,55,15.08,1953,1977,ISD,
36,54.32,2.93,2008,2019,ISD,
24,52.37,3.35,2009,2019,ISD,
27,53.27,3.63,2007,2019,ISD,
33,55.42,3.81,2009,2019,ISD,
28,54.12,4.01,2007,2019,ISD,
30,53.62,4.96,2007,2019,ISD,
27,53.5,5.95,2007,2019,ISD,
1,52.17,4.43,1949,2016,ISD,
34,53.82,2.95,2009,2019,ISD,
41,52.92,4.15,2008,2019,ISD,
3,53.08,4.75,1949,2006,ISD,
0,53,4.71,1996,2019,ISD,
7,52.97,4.75,1931,1973,ISD,
0.9,52.92,4.78,1973,2019,ISD,
0,54.85,4.73,1994,2019,ISD,
-3.4,52.31,4.76,1932,2019,ISD,
5,53.25,4.91,1973,2019,ISD,
-1,52.65,5.05,1994,2003,ISD,
2,53.4,5.35,1996,2019,ISD,
30,53.22,3.21,1996,2019,ISD,
34,56.38,2.05,1996,2006,ISD,
17,52.27,4.3,1996,2006,ISD,
47,61.23,1.15,1996,2006,ISD,
10,52.5,4.6,2001,2019,ISD,
4,52.1,5.18,1931,2019,ISD,
20.1,52.13,5.27,1951,2008,ISD,
3,52.9,5.38,1994,2019,ISD,
-4,52.46,5.52,1994,2019,ISD,
18,52,3.28,2004,2006,ISD,
8,51.45,3.6,2004,2019,ISD,
19,51.93,3.66,2004,2006,ISD,
30,53.22,3.21,2004,2006,ISD,
17,52.27,4.3,2004,2006,ISD,
47,61.23,1.15,2004,2006,ISD,
0.9,53.23,5.76,1949,2019,ISD,
3,52.88,5.35,1996,2005,ISD,
-3,52.7,5.88,1994,2019,ISD,
48.2,52.06,5.87,1949,2019,ISD,
0,53.42,6.2,1994,2019,ISD,
5,52.43,6.26,1994,2019,ISD,
16,52.73,6.57,1994,2019,ISD,
5.2,53.12,6.57,1931,2019,ISD,
29,52.07,6.65,1994,2019,ISD,
0,53.57,6.4,1996,2019,ISD,
0,53.2,7.15,1994,2019,ISD,
34.7,52.27,6.87,1949,2019,ISD,
7,51.38,3.38,1996,2019,ISD,
0,51.77,3.61,1996,2019,ISD,
0,51.5,3.25,2001,2019,ISD,
0,51.65,3.7,1996,2019,ISD,
19,51.93,3.66,1949,2019,ISD,
18,52,3.28,1996,2019,ISD,
1,51.53,3.88,1994,2019,ISD,
14,51.98,4.1,1949,2019,ISD,
19.2,51.45,4.34,1949,2019,ISD,
17,51.45,4.33,1981,1983,ISD,
4,51.9,4.31,1994,2019,ISD,
-4.6,51.96,4.43,1957,2019,ISD,
2,51.97,4.93,1996,2019,ISD,
14.9,51.57,4.93,1949,2019,ISD,
1,51.85,5.13,1994,2019,ISD,
22.6,51.45,5.37,1949,2019,ISD,
21.9,51.66,5.7,1951,2019,ISD,
30,51.2,5.76,2001,2019,ISD,
49,50.8,5.71,1994,1999,ISD,
114.3,50.91,5.77,1949,2019,ISD,
31,51.55,5.93,1973,1994,ISD,
19,51.5,6.2,1994,2019,ISD,
6.1,51.09,2.65,1949,2019,ISD,
7,51.4,2.43,1974,2003,ISD,
4,51.2,2.86,1936,2019,ISD,
15,51.23,2.91,1949,2006,ISD,
18,51.35,3.2,1952,1955,ISD,
37.5,50.93,3.66,1973,2019,ISD,
8,51.18,3.8,1979,2018,ISD,
58.8,50.58,3.83,1973,2019,ISD,
201,50.63,5.45,1999,2010,ISD,
78,50.5,3.98,2010,2019,ISD,
11,51.08,4.51,2012,2019,ISD,
55,50.9,4.5,1995,2005,ISD,
187.1,50.46,4.45,1973,2019,ISD,
11.9,51.19,4.46,1940,2019,ISD,
58,50.88,4.51,2006,2011,ISD,
56.1,50.9,4.48,1930,2019,ISD,
461.5,49.89,5.22,2006,2008,ISD,
0,50.92,4.48,1983,1983,ISD,
23,51.33,4.5,1973,2006,ISD,
285,50.24,4.64,1949,2019,ISD,
112.8,50.76,4.76,1973,2019,ISD,
32,51.4,4.96,1999,2001,ISD,
81,50.78,4.95,1973,2003,ISD,
54,51,5.06,1973,2019,ISD,
75,50.79,5.2,1952,2007,ISD,
588.3,50.04,5.4,1949,2019,ISD,
557,50.03,5.4,2009,2019,ISD,
200.9,50.64,5.44,1949,2019,ISD,
61,51.17,5.47,1973,2019,ISD,
63,50.93,5.5,1949,2005,ISD,
482,50.48,5.91,1950,2019,ISD,
37,50.93,3.65,2004,2019,ISD,
695,50.5,6.1,1951,2001,ISD,
570,50.47,6.18,1984,2019,ISD,
235,49.65,6.13,1949,1960,ISD,
376.1,49.63,6.21,1949,2019,ISD,
0,49.85,5.25,1984,1984,ISD,
493,47.57,7.68,1955,1967,ISD,
487,47,6.95,1982,2019,ISD,
1026.6,47.08,6.79,2004,2019,ISD,
1973,46.55,7.01,1990,2019,ISD,
448.1,47.4,8.64,2004,2019,ISD,
1018.1,47.08,6.8,1980,2019,ISD,
426.7,47.09,8.3,2005,2019,ISD,
579.1,46.74,8.11,2005,2019,ISD,
1050,46.98,6.61,2013,2019,ISD,
1210,46.83,6.58,1990,2019,ISD,
510.2,46.91,7.49,1990,2019,ISD,
1706.9,46.53,9.88,2007,2019,ISD,
706,46.93,7.8,2011,2019,ISD,
445,46.94,8.28,1977,2019,ISD,
430.1,47.18,7.41,2004,2019,ISD,
431.6,47.47,8.54,1955,2019,ISD,
777.8,47.43,9.4,1981,2019,ISD,
398.1,47.49,9.56,2004,2019,ISD,
497.5,47.02,9.5,2012,2019,ISD,
2480,46.85,9.18,2011,2019,ISD,
430.1,46.24,6.1,1935,2019,ISD,
1015,46.6,6.21,2007,2007,ISD,
1670.2,46.43,6.1,1973,2019,ISD,
1045.1,46.67,6.31,2002,2019,ISD,
2964.3,46.33,7.2,2007,2019,ISD,
2479,45.87,7.16,1990,2019,ISD,
481.9,46.22,7.32,1955,2019,ISD,
482,46.22,7.32,2006,2019,ISD,
2733,46.1,7.26,2007,2019,ISD,
2937,46.37,7.48,1978,1978,ISD,
2885,45.95,7.81,2010,2019,ISD,
2284.2,46.65,8.61,1955,2019,ISD,
198,46.17,8.88,1955,2019,ISD,
278.9,46,8.91,1935,2019,ISD,
1601.2,45.93,9.01,2012,2019,ISD,
1638,46.47,9.18,1982,2019,ISD,
3299,46.42,9.81,1977,2019,ISD,
2670,46.58,9.53,2011,2019,ISD,
1390,46.6,10.43,2012,2019,ISD,
2260.2,46.42,10.01,2015,2019,ISD,
