,record#,T_HMP,T_109,RH,WS_MAX,WS_AVG,WDIR,WS_MAX_2,WS_AVG_2,WDIR_2,SW_IN_SAMP,SW_IN_MAX,SW_IN_AVG,SW_OUT_SAMP,SW_OUT_MAX,SW_OUT_AVG,LW_IN_SAMP,LW_IN_MAX,LW_IN_AVG,LW_OUT_SAMP,LW_OUT_MAX,LW_OUT_AVG,NET,PRESS
2019-10-28 01:00:00,3427.000,-24.250,-24.190,18.930,19.830,12.150,253.200,20.090,12.570,99.200,89.053,96.285,30.907,26.244,28.139,9.211,191.282,201.055,192.157,215.143,215.721,213.656,38.948,379.330
2019-10-28 02:00:00,3428.000,-24.760,-24.670,26.250,18.190,10.070,247.300,18.530,10.310,104.400,286.052,286.052,176.288,78.353,78.353,49.366,188.828,199.338,190.854,221.435,221.435,218.029,175.093,379.790
2019-10-28 03:00:00,3429.000,-24.050,-23.840,18.990,16.530,9.720,248.800,16.960,9.960,103.800,354.907,988.123,406.123,98.260,227.875,105.116,205.519,206.794,192.338,236.711,238.122,228.524,225.454,379.990
2019-10-28 04:00:00,3430.000,-22.590,-22.400,27.010,21.420,10.180,252.300,21.490,10.490,100.400,466.648,1162.919,579.521,122.607,266.534,145.416,198.661,205.000,188.438,247.623,250.796,239.810,295.079,380.250
2019-10-28 05:00:00,3431.000,-22.700,-22.520,24.660,21.590,10.640,257.500,23.020,10.940,95.600,695.211,898.086,613.505,177.286,214.899,155.218,178.596,199.278,182.131,245.584,250.786,246.462,450.937,379.920
2019-10-28 06:00:00,3432.000,-22.870,-22.700,35.730,19.190,10.870,253.400,19.860,11.240,98.700,1011.735,1176.027,872.867,237.266,272.482,208.417,160.721,191.923,167.585,259.830,260.259,254.082,675.360,379.810
2019-10-28 07:00:00,3433.000,-22.470,-22.280,35.370,18.660,11.740,258.300,19.760,12.090,94.800,490.968,1114.752,882.413,123.449,261.543,209.427,164.388,185.373,161.602,258.293,263.714,259.537,273.613,379.360
2019-10-28 08:00:00,3434.000,-21.960,-21.760,27.210,21.790,12.750,254.400,22.620,13.130,98.200,850.192,1001.880,864.119,191.043,227.719,199.192,130.513,166.414,147.065,256.754,260.951,258.303,532.909,378.870
2019-10-28 09:00:00,3435.000,-21.860,-21.680,27.310,20.190,12.080,255.700,20.920,12.560,96.800,127.806,919.603,476.114,145.402,212.257,166.155,128.877,163.787,142.322,252.781,260.714,256.656,-141.500,378.870
2019-10-28 10:00:00,3436.000,-21.610,-21.410,25.050,17.930,11.250,257.000,18.260,11.940,95.100,393.813,663.982,507.942,98.587,158.179,123.780,128.544,163.654,134.451,244.727,255.222,250.014,179.042,379.020
2019-10-28 11:00:00,3437.000,-21.660,-21.550,19.500,17.530,11.430,257.500,18.030,12.170,94.600,86.888,380.611,216.549,29.573,93.844,59.927,125.095,147.777,127.825,229.560,245.304,236.834,-47.151,379.180
2019-10-28 12:00:00,3438.000,-22.990,-22.910,20.400,18.260,12.080,247.200,18.930,12.270,105.000,-3.333,114.209,0.000,0.524,37.347,0.000,138.378,155.093,128.154,215.518,228.845,220.413,-80.996,379.510
2019-10-28 13:00:00,3439.000,-24.110,-24.070,29.400,15.130,10.910,241.100,15.830,11.150,111.400,-4.098,-2.701,0.000,0.474,0.751,0.000,124.096,157.342,129.718,208.406,216.769,211.342,-88.882,380.100
2019-10-28 14:00:00,3440.000,-23.040,-22.950,17.110,17.890,9.830,250.600,18.360,10.140,101.000,-4.500,-2.693,0.000,0.380,2.214,0.000,129.057,147.915,128.640,209.618,211.022,209.048,-85.439,380.290
2019-10-28 15:00:00,3441.000,-22.460,-22.410,18.050,17.430,10.320,252.500,17.590,10.710,99.500,-4.501,-3.666,0.000,0.458,0.976,0.000,120.367,130.405,121.276,206.933,209.532,207.724,-91.525,380.580
2019-10-28 16:00:00,3442.000,-22.720,-22.680,16.430,18.390,10.980,253.300,18.330,11.320,98.700,-4.231,-3.913,0.000,0.524,0.812,0.000,120.221,120.851,119.377,205.897,206.985,206.188,-90.430,380.480
2019-10-28 17:00:00,3443.000,-22.960,-22.910,13.900,17.330,9.260,266.200,17.930,9.440,86.400,-5.077,-3.585,0.000,0.217,1.102,0.000,120.894,134.250,121.499,204.224,207.135,204.853,-88.623,380.690
2019-10-28 18:00:00,3444.000,-22.940,-22.890,13.820,17.430,10.650,264.200,17.630,11.150,88.400,-2.761,-2.612,0.000,0.482,0.709,0.000,156.573,156.573,132.419,208.563,208.652,205.870,-55.233,380.400
2019-10-28 19:00:00,3445.000,-23.000,-22.930,12.470,15.260,10.370,264.500,15.590,10.910,88.300,-1.654,-1.490,0.000,-0.030,0.616,0.000,189.765,189.765,171.070,214.782,214.782,211.454,-26.641,380.270
2019-10-28 20:00:00,3446.000,-22.910,-22.830,12.570,18.830,11.270,262.200,19.030,11.770,90.400,-3.725,-1.054,0.000,0.317,0.856,0.000,132.170,195.630,162.692,207.413,215.707,211.503,-79.285,380.050
2019-10-28 21:00:00,3447.000,-22.720,-22.660,18.150,22.690,13.000,246.000,23.490,13.370,106.300,-3.740,-2.719,0.000,0.021,1.546,0.000,127.012,138.395,130.295,206.792,208.163,206.946,-83.541,379.530
2019-10-28 22:00:00,3448.000,-22.680,-22.630,15.720,19.460,12.280,245.500,20.690,12.570,106.500,-2.825,-2.368,0.000,0.512,0.762,0.000,154.111,164.821,139.980,208.888,211.303,208.034,-58.114,379.580
2019-10-28 23:00:00,3449.000,-22.630,-22.570,21.650,19.260,11.270,254.400,19.830,11.710,98.000,-1.218,-1.218,0.000,0.562,0.571,0.000,183.854,183.854,161.262,213.940,213.940,210.962,-31.866,379.450
2019-10-29 00:00:00,3450.000,-23.000,-22.930,16.590,18.730,9.910,250.900,19.790,10.040,101.500,-1.807,-0.847,0.000,0.429,0.904,0.000,167.594,201.065,183.203,211.954,216.351,214.116,-46.596,379.700
2019-10-29 01:00:00,3451.000,-23.170,-23.440,18.030,17.590,10.100,247.100,17.860,10.320,104.600,64.691,64.691,17.895,16.505,16.505,4.841,184.755,198.641,190.725,215.185,216.153,215.032,17.755,380.070
2019-10-29 02:00:00,3452.000,-23.850,-23.770,39.410,17.730,10.550,248.900,18.190,10.660,103.300,213.039,213.039,135.091,53.883,53.883,34.348,187.229,193.210,185.494,221.632,221.684,218.149,124.752,380.140
2019-10-29 03:00:00,3453.000,-23.690,-23.540,41.570,16.890,10.700,247.000,17.430,10.870,105.100,334.511,375.322,275.833,83.482,92.290,68.893,187.090,191.383,182.363,230.877,230.877,225.006,207.242,380.690
2019-10-29 04:00:00,3454.000,-23.460,-23.290,50.890,18.930,9.420,259.100,19.560,9.770,93.300,548.416,630.350,455.349,125.814,144.685,109.351,178.669,197.072,190.061,239.356,240.895,236.764,361.915,380.590
2019-10-29 05:00:00,3455.000,-23.140,-22.930,56.700,19.360,10.010,254.900,19.960,10.320,97.500,872.837,1165.931,910.337,186.260,235.775,195.066,175.039,191.206,182.861,257.566,262.007,255.636,604.050,380.480
2019-10-29 06:00:00,3456.000,-22.720,-22.500,55.740,21.490,11.610,252.300,22.020,11.920,99.700,608.181,1261.165,840.329,146.858,260.537,186.165,200.579,200.585,182.303,260.230,265.077,261.304,401.671,380.180
2019-10-29 07:00:00,3457.000,-22.240,-22.050,55.420,21.790,13.500,258.900,22.020,13.900,93.600,671.419,959.865,669.783,161.882,213.074,159.629,198.046,206.909,199.982,262.483,264.190,260.010,445.100,379.510
2019-10-29 08:00:00,3458.000,-21.970,-21.780,71.380,21.590,12.180,260.500,21.820,12.490,92.000,1163.056,1196.399,842.928,239.319,243.287,188.709,177.468,201.329,190.237,270.282,272.721,266.684,830.924,379.420
2019-10-29 09:00:00,3459.000,-21.780,-21.540,64.160,19.630,11.370,256.500,20.630,11.760,96.300,439.846,1288.932,730.984,109.900,264.349,187.784,201.893,204.225,177.984,271.515,282.147,274.397,260.323,379.550
2019-10-29 10:00:00,3460.000,-22.410,-22.220,80.600,20.860,11.740,253.300,21.160,12.080,99.500,191.931,1083.858,483.157,47.790,237.184,117.298,209.058,216.550,205.226,256.226,277.136,265.348,96.973,379.480
2019-10-29 11:00:00,3461.000,-22.910,-22.750,55.240,20.090,12.800,250.400,20.290,13.160,102.000,76.516,253.883,156.555,19.693,63.220,39.741,197.658,214.839,198.977,236.389,256.162,244.459,18.092,379.130
2019-10-29 12:00:00,3462.000,-23.260,-23.160,49.200,21.090,13.030,249.800,21.560,13.380,102.400,-1.143,77.483,0.000,0.459,20.164,0.000,192.289,198.305,191.040,225.274,236.298,229.575,-34.586,379.440
2019-10-29 13:00:00,3463.000,-23.600,-23.520,41.710,20.190,12.210,247.300,21.160,12.420,105.100,-1.677,-0.734,0.000,0.691,1.157,0.000,169.560,197.533,185.323,218.932,225.301,222.046,-51.740,379.850
2019-10-29 14:00:00,3464.000,-23.740,-23.660,49.020,19.330,12.820,246.100,19.860,13.220,106.000,-0.812,-0.479,0.000,0.302,0.881,0.000,202.479,203.737,186.698,220.880,221.234,219.312,-19.515,379.850
2019-10-29 15:00:00,3465.000,-23.400,-23.320,49.830,19.190,12.810,247.800,19.830,13.100,104.100,-1.675,-0.472,0.000,0.077,0.641,0.000,184.341,204.795,193.586,218.106,221.619,219.844,-35.517,380.130
2019-10-29 16:00:00,3466.000,-23.420,-23.350,65.150,19.790,13.040,246.400,20.530,13.340,106.200,-1.471,-1.032,0.000,0.388,0.881,0.000,188.450,192.425,180.233,217.921,218.606,217.173,-31.330,380.240
2019-10-29 17:00:00,3467.000,-23.640,-23.570,73.230,20.960,12.710,248.000,21.420,13.080,104.600,-2.903,-1.108,0.000,0.475,0.877,0.000,136.974,194.647,154.044,210.370,218.666,212.978,-76.774,379.790
2019-10-29 18:00:00,3468.000,-23.740,-23.670,78.840,18.860,12.320,247.200,19.530,12.670,105.400,-3.055,-2.655,0.000,0.204,0.700,0.000,135.109,171.343,135.608,210.040,212.144,209.711,-78.190,379.830
2019-10-29 19:00:00,3469.000,-23.780,-23.700,82.000,17.790,11.020,245.500,18.430,11.280,106.800,-0.512,-0.512,0.000,-0.025,0.823,0.000,197.827,202.326,170.432,217.516,217.728,213.841,-20.175,379.460
2019-10-29 20:00:00,3470.000,-23.480,-23.370,79.360,23.260,13.580,243.700,23.960,13.960,108.500,-0.862,0.418,0.000,-0.375,0.752,0.000,217.968,220.312,214.848,221.825,222.663,220.530,-4.343,378.720
2019-10-29 21:00:00,3471.000,-22.590,-22.480,79.880,23.690,14.430,250.600,24.860,14.900,101.600,-0.702,-0.002,0.000,0.179,0.428,0.000,219.962,223.647,220.840,223.735,224.313,223.318,-4.655,377.900
2019-10-29 22:00:00,3472.000,-22.710,-22.630,79.560,26.460,17.270,245.600,27.490,17.690,105.800,-0.397,-0.237,0.000,0.059,0.214,0.000,221.710,222.952,220.771,222.745,223.996,222.979,-1.492,377.600
2019-10-29 23:00:00,3473.000,-22.690,-22.590,79.740,28.490,18.420,244.600,29.490,19.080,107.500,-0.143,-0.050,0.000,0.214,0.353,0.000,222.797,223.321,221.953,223.361,223.578,223.178,-0.921,377.680
2019-10-30 00:00:00,3474.000,-22.580,-22.490,79.570,25.220,16.570,247.200,26.690,17.100,104.800,-0.539,-0.014,0.000,-0.175,0.637,0.000,223.262,223.625,222.610,223.657,223.931,223.601,-0.759,377.890
2019-10-30 01:00:00,3475.000,-22.680,-22.580,79.710,24.560,14.100,249.500,25.690,14.510,102.300,31.783,31.783,8.798,12.859,12.859,3.708,223.054,223.478,223.049,223.654,223.751,223.489,18.324,378.330
2019-10-30 02:00:00,3476.000,-22.610,-22.480,79.810,26.760,15.540,248.500,27.720,15.890,103.700,94.476,102.121,66.779,37.977,40.736,26.784,224.851,224.994,223.723,225.400,225.400,224.342,55.950,378.240
2019-10-30 03:00:00,3477.000,-22.280,-22.150,79.970,29.160,17.570,247.200,30.390,17.770,104.700,111.505,122.340,108.686,42.025,45.952,41.218,225.910,226.235,225.602,226.580,226.740,226.218,68.811,378.300
2019-10-30 04:00:00,3478.000,-22.070,-21.910,80.100,25.260,16.990,252.100,25.820,17.720,99.600,202.529,232.009,156.442,73.953,85.687,57.848,227.699,227.756,226.316,229.141,229.318,227.876,127.135,377.950
2019-10-30 05:00:00,3479.000,-21.810,-21.530,80.200,25.820,16.190,253.900,27.720,17.380,97.000,259.886,286.466,220.182,89.278,102.385,78.166,229.508,229.508,228.294,231.257,231.257,229.983,168.858,378.140
2019-10-30 06:00:00,3480.000,-21.480,-21.130,79.940,26.920,17.040,259.800,27.590,17.930,92.300,256.450,431.275,269.333,81.731,140.250,89.555,224.594,229.535,227.427,233.478,233.815,232.712,165.835,378.270
2019-10-30 07:00:00,3481.000,-21.930,-21.490,79.550,26.120,16.530,254.200,27.560,17.160,97.600,369.373,744.659,395.343,113.040,212.799,119.566,222.976,224.331,219.501,238.207,238.207,234.693,241.103,377.300
2019-10-30 08:00:00,3482.000,-21.850,-21.380,79.780,26.460,16.510,252.600,27.990,17.590,99.100,365.314,793.944,394.101,109.369,242.784,118.568,216.194,223.790,221.254,236.721,242.374,238.202,235.418,376.620
2019-10-30 09:00:00,3483.000,-21.900,-21.500,80.000,28.760,17.510,250.100,29.120,17.860,102.500,237.545,331.798,259.285,71.405,99.132,77.601,221.303,223.285,220.918,235.022,236.746,235.486,152.421,377.070
2019-10-30 10:00:00,3484.000,-21.770,-21.420,80.300,23.490,16.160,247.600,24.960,17.110,105.100,107.219,304.068,200.492,32.140,91.521,60.322,224.991,224.991,223.283,231.940,235.234,234.062,68.130,377.460
2019-10-30 11:00:00,3485.000,-21.750,-21.580,80.600,27.460,15.520,255.200,29.590,16.650,97.500,20.935,104.966,52.281,6.735,31.517,15.888,226.022,226.022,225.298,228.359,231.803,229.754,11.863,377.080
2019-10-30 12:00:00,3486.000,-21.660,-21.580,80.800,25.890,16.130,258.000,26.420,17.430,94.700,-0.097,17.999,0.000,0.192,5.851,0.000,224.784,226.242,225.113,228.024,228.477,227.975,-3.529,377.310
2019-10-30 13:00:00,3487.000,-21.660,-21.590,80.400,24.420,14.580,256.200,25.290,15.950,97.000,-0.327,0.011,0.000,-0.034,0.278,0.000,225.357,226.056,225.687,226.565,228.188,227.340,-1.501,377.550
2019-10-30 14:00:00,3488.000,-21.920,-21.840,80.400,24.220,14.360,258.300,24.560,15.490,94.100,-0.207,0.168,0.000,0.078,0.377,0.000,225.258,225.533,225.241,226.275,226.587,226.316,-1.302,377.920
2019-10-30 15:00:00,3489.000,-22.000,-21.920,80.400,26.160,15.830,261.800,26.420,16.810,91.600,-0.012,0.196,0.000,0.199,0.390,0.000,225.260,225.343,225.014,226.196,226.316,226.008,-1.147,377.490
2019-10-30 16:00:00,3490.000,-22.020,-21.950,80.600,28.990,17.090,269.200,29.160,17.940,84.300,-0.160,0.296,0.000,0.100,0.488,0.000,226.106,226.106,225.056,226.613,226.613,225.797,-0.767,378.050
2019-10-30 17:00:00,3491.000,-21.710,-21.640,80.400,29.790,17.170,271.500,29.690,17.700,82.500,-0.144,0.149,0.000,0.072,0.328,0.000,225.953,226.766,226.351,226.492,227.249,226.819,-0.755,377.220
2019-10-30 18:00:00,3492.000,-21.950,-21.880,80.200,31.520,17.870,278.100,32.090,18.360,75.920,-0.330,-0.058,0.000,-0.027,0.179,0.000,224.814,226.094,225.582,225.171,226.572,226.002,-0.661,376.880
2019-10-30 19:00:00,3493.000,-22.530,-22.420,79.390,28.790,16.770,268.600,29.090,17.280,85.000,-0.779,-0.069,0.000,-0.379,0.173,0.000,221.573,224.816,223.615,222.211,225.138,223.992,-1.038,377.000
2019-10-30 20:00:00,3494.000,-23.430,-23.310,78.860,26.860,16.410,267.900,27.090,17.080,85.800,-0.304,0.315,0.000,-0.029,0.508,0.000,218.930,221.492,220.090,219.720,222.112,220.895,-1.065,376.760
2019-10-30 21:00:00,3495.000,-24.050,-23.940,78.440,33.320,17.410,262.200,33.450,17.830,90.400,-0.786,0.730,0.000,-0.288,0.793,0.000,215.530,218.698,217.405,218.026,219.767,218.686,-2.995,375.940
2019-10-30 22:00:00,3496.000,-24.540,-24.430,78.000,31.720,18.200,263.300,31.150,18.600,88.800,-0.872,0.011,0.000,0.004,0.482,0.000,214.016,217.042,214.961,215.445,218.032,216.785,-2.306,375.470
2019-10-30 23:00:00,3497.000,-25.380,-25.270,77.660,32.650,19.250,263.500,32.720,20.000,88.500,-1.288,0.069,0.000,0.098,0.798,0.000,209.501,213.819,209.170,212.752,215.395,213.537,-4.637,375.370
2019-10-31 00:00:00,3498.000,-25.942,-25.950,77.215,33.390,16.050,256.700,32.520,16.710,94.500,-0.931,-0.340,0.000,0.271,0.579,0.000,204.624,210.502,205.160,210.103,212.677,210.896,-6.680,375.690
2019-10-31 01:00:00,3499.000,-26.517,-26.460,76.793,23.790,13.700,254.500,23.320,14.280,97.700,20.477,30.042,6.918,8.330,11.124,3.249,202.480,209.366,205.584,207.901,210.225,209.295,6.726,376.040
2019-10-31 02:00:00,3500.000,-27.150,-26.990,76.313,24.390,13.510,256.100,23.690,14.020,96.100,72.945,101.519,52.004,27.239,37.274,19.222,198.591,206.812,201.829,207.518,207.824,207.376,36.779,376.530
2019-10-31 03:00:00,3501.000,-26.877,-26.670,76.507,23.220,13.850,252.500,24.060,14.260,100.800,616.556,616.556,261.224,129.619,129.619,67.123,114.150,198.688,143.464,212.275,212.466,209.019,388.811,376.780
2019-10-31 04:00:00,3502.000,-26.490,-26.170,76.557,25.320,14.920,254.400,26.260,15.430,97.600,1035.049,1035.049,844.816,173.343,173.343,150.227,115.942,120.838,115.945,223.294,223.743,218.015,754.354,376.340
2019-10-31 05:00:00,3503.000,-26.280,-25.900,76.653,28.590,17.070,253.700,30.220,17.800,98.900,1033.900,1087.343,1065.138,199.510,203.927,191.164,114.710,123.215,117.196,231.973,233.358,228.330,717.127,376.530
2019-10-31 06:00:00,3504.000,-25.757,-25.100,77.140,27.690,16.720,253.400,27.990,17.390,99.100,1068.326,1070.728,1051.623,224.551,224.574,211.025,119.363,120.533,117.156,241.768,241.768,237.509,721.370,376.100
2019-10-31 07:00:00,3505.000,-25.230,-24.430,77.377,28.460,16.300,258.900,28.890,16.900,93.500,1006.571,1072.184,1040.606,222.342,226.321,222.774,116.341,122.168,118.057,247.176,248.314,245.277,653.394,376.580
2019-10-31 08:00:00,3506.000,-24.997,-24.240,77.577,27.690,16.930,248.500,28.990,17.450,103.500,858.519,1006.299,935.670,190.222,223.365,208.135,113.430,118.852,115.427,244.732,248.456,246.046,536.996,375.640
2019-10-31 09:00:00,3507.000,-24.562,-23.780,77.685,27.860,16.820,253.300,28.220,17.540,98.800,319.072,857.099,484.887,146.994,191.496,169.746,111.038,117.397,114.076,239.994,248.396,244.482,43.123,375.670
2019-10-31 10:00:00,3508.000,-24.513,-23.470,75.382,27.360,16.570,253.400,27.920,17.250,98.800,383.216,629.527,512.100,93.697,146.656,121.428,107.189,112.878,110.648,231.090,241.326,237.035,165.618,375.620
2019-10-31 11:00:00,3509.000,-23.917,-23.640,59.730,29.090,17.050,252.100,29.520,17.680,100.400,113.790,379.090,240.708,37.212,93.397,64.366,104.611,109.884,107.208,218.001,232.410,225.949,-36.812,376.150
2019-10-31 12:00:00,3510.000,-23.655,-23.840,19.847,28.820,17.660,251.200,29.120,18.230,100.700,-4.164,109.665,0.000,0.614,37.297,0.000,101.908,105.809,102.581,206.175,219.051,211.811,-109.045,375.700
2019-10-31 13:00:00,3511.000,-23.873,-23.870,11.043,29.020,19.940,247.000,29.490,20.510,104.500,-4.700,-3.275,0.000,0.058,1.099,0.000,101.166,102.321,101.430,202.716,206.124,204.510,-106.309,375.680
2019-10-31 14:00:00,3512.000,-23.920,-23.950,10.675,29.650,18.700,248.500,29.620,19.200,103.500,-4.744,-3.730,0.000,-0.207,0.760,0.000,101.310,102.094,101.494,201.307,203.297,202.193,-104.533,375.530
2019-10-31 15:00:00,3513.000,-24.135,-24.180,11.195,29.620,17.700,249.300,29.650,18.190,102.900,-4.339,-3.729,0.000,0.377,0.761,0.000,101.280,101.949,101.293,199.885,201.643,200.616,-103.321,376.040
2019-10-31 16:00:00,3514.000,-24.547,-24.570,11.467,28.760,16.710,247.700,29.590,17.150,104.000,-4.439,-3.664,0.000,0.310,0.792,0.000,101.280,101.837,101.188,198.192,199.815,198.927,-101.660,376.340
2019-10-31 17:00:00,3515.000,-24.473,-24.360,11.435,25.390,16.560,245.900,26.360,17.120,106.500,-3.944,-3.005,0.000,0.685,1.624,0.000,102.585,103.016,102.041,198.716,199.351,198.535,-100.760,376.560
2019-10-31 18:00:00,3516.000,-23.905,-23.900,10.200,28.390,17.170,247.600,28.590,17.780,104.800,-3.977,-3.240,0.000,0.341,1.167,0.000,101.870,104.043,101.372,199.615,200.012,198.627,-102.063,376.110
2019-10-31 19:00:00,3517.000,-23.742,-23.770,10.470,27.490,16.970,243.000,27.790,17.480,108.900,-4.284,-3.201,0.000,0.371,0.849,0.000,101.744,102.948,102.068,198.376,199.957,199.182,-101.287,375.790
2019-10-31 20:00:00,3518.000,-24.207,-24.100,11.480,25.760,18.010,240.500,26.260,18.530,111.400,-4.280,-3.021,0.000,-0.016,1.199,0.000,102.357,102.942,101.853,198.288,199.134,198.473,-100.194,376.130
2019-10-31 21:00:00,3519.000,-24.623,-24.570,13.087,26.020,16.830,245.900,26.760,17.350,106.600,-4.640,-3.201,0.000,-0.302,1.103,0.000,101.072,103.236,102.385,196.424,198.574,197.472,-99.690,375.270
2019-10-31 22:00:00,3520.000,-24.992,-24.960,13.705,25.590,16.450,249.000,26.260,17.060,103.700,-4.007,-3.360,0.000,0.296,0.775,0.000,101.576,102.512,101.662,196.074,197.339,196.277,-98.801,375.240
2019-10-31 23:00:00,3521.000,-25.663,-25.850,14.532,24.820,14.500,245.900,25.890,14.950,106.400,-4.392,-2.965,0.000,0.229,1.407,0.000,99.846,101.846,100.639,192.368,196.203,194.415,-97.143,375.420
2019-11-01 00:00:00,3522.000,-26.470,-26.400,19.420,21.560,12.230,241.600,22.090,12.590,110.800,-4.649,-2.941,0.000,0.315,1.974,0.000,100.341,101.805,100.445,192.292,193.418,192.260,-96.915,375.820
2019-11-01 01:00:00,3523.000,-25.820,-26.110,17.620,22.060,14.350,244.100,22.890,14.850,107.600,17.350,17.350,4.902,7.594,7.594,3.152,100.526,101.559,100.300,193.488,193.839,192.734,-83.205,376.270
2019-11-01 02:00:00,3524.000,-26.350,-26.290,18.730,21.960,14.480,245.000,22.590,14.930,106.400,31.108,31.180,24.562,17.506,17.506,11.894,101.157,101.668,100.300,194.164,194.164,193.530,-79.404,376.250
2019-11-01 03:00:00,3525.000,-26.610,-26.470,16.780,22.220,14.770,245.200,23.020,15.140,106.600,653.261,653.261,364.118,116.751,116.751,68.928,110.275,110.275,104.217,208.888,208.888,199.541,437.896,376.980
2019-11-01 04:00:00,3526.000,-26.230,-26.110,23.560,20.790,13.700,247.300,21.420,14.070,104.500,843.708,843.708,754.979,153.894,153.894,137.398,112.776,112.776,111.780,221.217,221.217,215.768,581.373,376.940
2019-11-01 05:00:00,3527.000,-26.430,-26.270,25.020,22.120,13.290,250.400,22.590,13.580,100.900,956.486,956.486,907.956,175.431,175.431,164.704,116.021,116.021,113.390,232.521,232.521,226.999,664.554,376.680
2019-11-01 06:00:00,3528.000,-25.920,-25.750,23.700,22.090,13.820,251.600,22.490,14.250,100.300,1001.901,1006.612,987.497,186.005,186.636,182.070,117.748,119.492,117.266,242.051,242.051,236.918,691.594,376.790
2019-11-01 07:00:00,3529.000,-25.200,-24.980,28.510,20.090,12.540,252.900,21.060,12.980,99.100,969.063,999.543,987.006,182.193,188.003,184.702,118.603,120.198,117.025,249.201,249.201,245.439,656.272,376.680
2019-11-01 08:00:00,3530.000,-24.380,-24.180,35.160,19.130,11.590,257.700,19.460,12.010,95.300,831.034,967.649,903.284,157.313,181.701,170.032,123.358,123.358,120.841,254.214,254.214,251.792,542.865,376.860
2019-11-01 09:00:00,3531.000,-23.820,-23.610,46.960,21.090,11.800,254.800,21.520,12.230,98.200,565.446,826.738,505.603,120.963,156.902,138.399,122.159,124.045,121.562,249.530,254.961,250.959,317.113,376.880
2019-11-01 10:00:00,3532.000,-23.650,-23.430,42.720,18.090,11.800,244.500,18.790,12.270,107.800,378.570,616.291,503.041,82.257,120.327,102.849,119.685,122.868,120.117,237.671,249.807,243.927,178.326,377.020
2019-11-01 11:00:00,3533.000,-24.140,-23.910,40.910,20.230,11.420,233.200,21.120,11.830,118.800,103.134,373.813,232.439,30.473,81.577,55.788,114.290,119.432,117.284,223.486,237.785,230.741,-36.535,377.120
2019-11-01 12:00:00,3534.000,-24.980,-24.850,33.120,20.890,10.660,242.000,21.360,11.000,109.800,-4.604,99.398,0.000,0.563,30.124,0.000,110.749,115.154,112.516,206.947,223.425,214.404,-101.365,377.600
2019-11-01 13:00:00,3535.000,-25.700,-25.620,21.250,20.790,10.670,234.100,21.390,11.010,118.100,-4.651,-2.152,0.000,0.750,2.756,0.000,109.500,111.862,110.171,201.286,206.720,203.589,-97.187,378.040
2019-11-01 14:00:00,3536.000,-25.580,-25.540,16.170,21.860,10.790,226.000,21.720,11.120,125.700,-4.204,-2.816,0.000,1.059,1.903,0.000,108.935,110.252,109.440,198.744,201.415,199.948,-95.072,378.630
2019-11-01 15:00:00,3537.000,-25.160,-25.100,17.710,17.360,9.760,224.600,18.030,10.130,127.100,-5.581,-3.319,0.000,0.188,1.502,0.000,110.342,110.567,109.808,198.016,199.689,198.545,-93.442,378.930
2019-11-01 16:00:00,3538.000,-24.430,-24.380,14.260,15.230,9.350,232.700,15.360,9.190,111.700,-5.062,-3.867,0.000,0.420,1.232,0.000,110.882,111.542,110.545,198.345,198.785,198.282,-92.944,379.200
2019-11-01 17:00:00,3539.000,-24.590,-24.590,20.460,12.160,7.696,237.100,12.690,7.916,115.300,-4.363,-4.205,0.000,0.865,1.118,0.000,110.632,112.449,111.448,196.436,198.782,197.621,-91.032,379.180
2019-11-01 18:00:00,3540.000,-25.650,-25.610,21.530,13.090,7.345,248.600,13.590,7.495,103.500,-4.971,-4.168,0.000,0.510,1.130,0.000,110.629,111.516,110.507,194.459,196.309,195.331,-89.310,379.070
2019-11-01 19:00:00,3541.000,-25.660,-25.580,23.930,13.930,7.527,250.600,13.960,7.794,101.000,-4.366,-3.925,0.000,0.877,1.007,0.000,112.844,112.844,112.046,194.782,195.290,194.873,-87.181,378.860
2019-11-01 20:00:00,3542.000,-25.550,-25.500,33.060,15.830,8.180,248.100,15.990,8.420,103.800,-4.867,-3.403,0.000,0.238,1.147,0.000,114.270,114.270,113.321,195.010,195.829,195.003,-85.844,378.630
2019-11-01 21:00:00,3543.000,-25.720,-25.650,41.670,16.430,10.060,248.500,16.790,10.420,104.200,-4.391,-3.621,0.000,0.338,1.124,0.000,114.784,114.956,114.175,195.543,195.833,195.249,-85.488,378.210
2019-11-01 22:00:00,3544.000,-25.830,-25.760,43.540,17.890,9.880,252.900,18.060,10.290,99.200,-3.493,-3.295,0.000,1.123,1.123,0.000,115.108,115.885,115.242,195.351,195.776,195.379,-84.859,378.400
2019-11-01 23:00:00,3545.000,-25.750,-25.690,35.210,18.630,9.470,249.300,19.030,9.810,102.500,-3.616,-3.328,0.000,0.898,0.898,0.000,113.105,115.000,114.094,194.766,195.327,194.869,-86.174,378.300
2019-11-02 00:00:00,3546.000,-25.850,-25.780,28.060,20.590,9.410,246.800,21.160,9.690,104.600,-4.139,-3.242,0.000,0.398,1.340,0.000,111.189,113.068,111.860,193.972,194.686,194.107,-87.320,378.430
2019-11-02 01:00:00,3547.000,-25.850,-25.790,21.160,20.460,10.360,249.000,21.160,10.710,103.400,16.614,16.614,4.247,6.688,6.688,2.848,109.680,111.118,110.125,194.625,194.625,193.849,-75.019,378.460
